0.00782, 0.06118
0.00263, 0.04741
0.00464, 0.04579
0.00268, 0.04911
0.00407, 0.03905
0.00661, 0.05552
0.00602, 0.04774
0.00751, 0.05134
0.00377, 0.05016
0.00579, 0.04717
0.00623, 0.04954
0.01097, 0.05676
0.00698, 0.04577
0.00858, 0.04770
0.00351, 0.04855
0.00204, 0.05377
0.00494, 0.04642
0.00392, 0.04961
0.00787, 0.05143
0.00118, 0.04799
0.00491, 0.04699
0.00361, 0.04342
0.00318, 0.05227
0.00662, 0.04963
0.00787, 0.04533
0.00699, 0.04667
0.00829, 0.03956
0.00490, 0.04726
0.00836, 0.04342
0.00495, 0.04604
0.00324, 0.04182
0.00646, 0.04389
0.00551, 0.04820
0.00538, 0.04896
0.00465, 0.05046
0.00651, 0.04303
0.00533, 0.04281
0.00749, 0.04935
0.00528, 0.05229
0.00381, 0.04804
0.00375, 0.06418
0.00507, 0.05964
0.00453, 0.04542
0.00505, 0.06291
0.00320, 0.04808
0.00733, 0.04977
0.00261, 0.04157
0.00439, 0.04123
0.00654, 0.04839
0.00416, 0.04736
0.00285, 0.04863
0.00491, 0.04592
0.00519, 0.04678
0.00182, 0.05106
0.00366, 0.04355
0.00640, 0.05473
0.00555, 0.03527
0.00256, 0.04995
0.00257, 0.05029
0.00808, 0.04278
0.00711, 0.04498
0.00398, 0.05212
0.00367, 0.05896
0.00666, 0.04805
0.00314, 0.04236
0.00587, 0.05140
0.00506, 0.04959
0.00397, 0.05308
0.00463, 0.05216
0.00518, 0.05214
0.00360, 0.05153
0.00407, 0.04132
0.00092, 0.04897
0.00545, 0.05332
0.00268, 0.05010
0.00602, 0.04637
0.00301, 0.04654
0.00505, 0.04535
0.00245, 0.04389
0.00631, 0.03906
0.00437, 0.04716
0.00297, 0.04564
0.00385, 0.05024
0.00741, 0.05984
0.00814, 0.04835
0.00365, 0.03914
0.00449, 0.04614
0.00443, 0.04973
0.00314, 0.04803
0.00624, 0.04450
0.00456, 0.05040
0.00457, 0.04963
0.00447, 0.04583
0.00129, 0.05718
0.00762, 0.04770
0.00355, 0.05136
0.00710, 0.05349
0.00359, 0.04918
0.00412, 0.04393
0.00432, 0.04062
0.00798, 0.04978
0.00978, 0.05449
0.00659, 0.04862
0.00459, 0.04908
0.00404, 0.05510
0.00846, 0.06368
0.00545, 0.04623
0.00831, 0.05014
0.00987, 0.04868
0.00083, 0.05238
0.00328, 0.05356
0.00230, 0.04574
0.00942, 0.05477
0.00672, 0.05839
0.00531, 0.05987
0.00568, 0.05066
0.00490, 0.04879
0.00267, 0.04220
0.00297, 0.04896
0.00274, 0.05526
0.00771, 0.05452
0.00273, 0.04580
0.00516, 0.04817
0.00614, 0.04430
0.00568, 0.05049
0.00299, 0.05234
0.00387, 0.03652
0.00435, 0.05981
0.00530, 0.04799
0.00477, 0.04914
0.00411, 0.05483
0.00212, 0.04244
0.00491, 0.03822
0.00832, 0.05081
0.00425, 0.04347
0.00547, 0.04901
0.00582, 0.04875
0.00472, 0.04900
0.00679, 0.04591
0.00431, 0.05002
0.00645, 0.04014
0.00551, 0.05189
0.00683, 0.04651
0.00492, 0.04671
0.00261, 0.04877
0.00544, 0.04361
0.00454, 0.03932
0.00139, 0.04939
0.00355, 0.04372
0.00727, 0.06038
0.00335, 0.03957
0.00490, 0.05137
0.00605, 0.04503
0.00703, 0.06450
0.00344, 0.04586
0.00605, 0.05373
0.00594, 0.04895
0.00316, 0.04486
0.00354, 0.05064
0.00379, 0.05100
0.00504, 0.06031
0.00583, 0.04778
0.00419, 0.04651
0.00364, 0.04471
0.00352, 0.05964
0.00357, 0.05059
0.00858, 0.04304
0.00353, 0.05752
0.00582, 0.04599
0.00395, 0.04973
0.00393, 0.04131
0.00467, 0.04736
0.00558, 0.04364
0.00529, 0.05923
0.00763, 0.04530
0.00213, 0.05169
0.00529, 0.05008
0.00459, 0.05331
0.00318, 0.04876
0.00869, 0.04788
0.00553, 0.05251
0.00147, 0.05495
0.00649, 0.04358
0.00426, 0.05120
0.00301, 0.04095
0.00509, 0.05225
0.00383, 0.05860
0.00606, 0.04720
0.00345, 0.03832
0.00451, 0.04584
0.00496, 0.04673
0.00428, 0.05227
0.00809, 0.05377
0.00401, 0.04762
0.00531, 0.04847
0.00755, 0.05593
0.00446, 0.05335
0.00294, 0.05016
0.00336, 0.04173
0.00426, 0.04412
0.00650, 0.04466
0.00517, 0.04565
0.00416, 0.04671
0.00630, 0.05091
0.00504, 0.04494
0.00337, 0.04896
0.00685, 0.04577
0.00314, 0.04149
0.00634, 0.04945
0.00493, 0.04996
0.00447, 0.05416
0.00345, 0.03973
0.00933, 0.06141
0.00533, 0.05057
0.00496, 0.04997
0.00417, 0.05179
0.00438, 0.05429
0.00331, 0.05566
0.00651, 0.04876
0.00247, 0.04905
0.00473, 0.04227
0.00424, 0.04162
0.00372, 0.04212
0.00577, 0.04913
0.00875, 0.04744
0.00470, 0.04283
0.00430, 0.04357
0.00612, 0.05549
0.00605, 0.05405
0.00524, 0.04742
0.00732, 0.06342
0.00388, 0.04705
0.00392, 0.04153
0.00492, 0.04706
0.00272, 0.04103
0.00518, 0.04510
0.00504, 0.06122
0.00542, 0.04846
0.00679, 0.05715
0.00380, 0.05037
0.00465, 0.04524
0.00801, 0.05544
0.00532, 0.04219
0.00710, 0.05460
0.00542, 0.05133
0.00421, 0.04552
0.00166, 0.04089
0.00449, 0.04585
0.00401, 0.04526
0.00239, 0.04635
0.00453, 0.04451
0.00502, 0.06152
0.00714, 0.04843
0.00591, 0.04844
0.00303, 0.04697
0.00333, 0.04528
0.00457, 0.05350
0.00616, 0.05205
0.00424, 0.05189
0.00416, 0.04588
0.00385, 0.05220
0.00203, 0.04542
0.00343, 0.05522
0.00533, 0.05237
0.00602, 0.05211
0.00437, 0.04141
0.00436, 0.03991
0.00551, 0.05184
0.00591, 0.04762
0.00558, 0.04572
0.00313, 0.05339
0.00366, 0.05018
0.00483, 0.04858
0.00384, 0.05352
0.00407, 0.05131
0.00389, 0.04323
0.00692, 0.05214
0.00507, 0.05024
0.00607, 0.04156
0.01041, 0.05163
0.00504, 0.05439
0.00677, 0.05567
0.00402, 0.05093
0.00412, 0.04516
0.00321, 0.04797
0.00506, 0.04521
0.00280, 0.04509
0.00410, 0.04610
0.00502, 0.05192
0.00456, 0.04412
0.01009, 0.04734
0.00786, 0.04754
0.00449, 0.04735
0.00864, 0.04139
0.00458, 0.04891
0.00245, 0.04207
0.00504, 0.04888
0.00617, 0.04525
0.00633, 0.04643
0.00509, 0.05392
0.00498, 0.04544
0.00307, 0.05657
0.00800, 0.05489
0.00373, 0.05238
0.00282, 0.04239
0.00731, 0.04838
0.00407, 0.04471
0.00975, 0.04929
0.00315, 0.04362
0.00199, 0.05181
0.00292, 0.04914
0.00350, 0.04243
0.00290, 0.04887
0.00375, 0.06189
