,Theta,Phi
0,5.472370750053012,5.8240724837399025
1,1.6958337700165085,5.909948578594852
2,2.285268641668354,0.19366549117174947
3,2.721855925466486,5.484048947260506
4,1.7668926233265194,3.930035528486218
5,4.868784850204198,4.601842844127651
6,1.3955854995409847,4.697528652939079
7,0.15857483174503145,3.2138091811516105
8,1.7443043222822072,3.8704132899467187
9,6.218769090612797,6.014699607468655
10,2.4995859733129597,0.9127106376573508
11,2.883823639827042,4.381237803591639
12,4.130756379723133,2.633575745393893
13,0.504186464368162,3.831654749068634
14,0.03953560568700052,3.3732517901925876
15,4.499395171828936,6.2170452951853665
16,2.7131264117366216,2.690654898127714
17,5.455269983648923,0.7038539888875782
18,3.3077788669749326,0.49961923650042006
19,0.9023701544485133,3.2199551581590633
20,1.3070583923268728,0.730040980385742
21,0.6959984054855792,2.300558094743778
22,2.743257821756883,4.547144259566111
23,1.6935257652963787,2.0803729733857104
24,0.8051550441600228,4.578783921636393
25,1.7485779758629165,5.5693400886423055
26,4.72826955171188,1.3754951608062111
27,1.2121218831069487,1.2782077791644235
28,4.968838521701178,0.8161178933782924
29,5.238163050151982,2.130391687095892
30,2.860558379030028,4.561534534616447
31,0.055409807531942426,1.7707825820166885
32,1.4332158553243166,2.538357493047316
33,1.2232519661728907,5.59147007146626
34,4.811539841848381,3.1757502378269336
35,2.860562237356848,5.711889950660783
36,1.6086001612497627,5.569601466263215
37,4.911467692100313,0.07765457780203786
38,0.7789810512957619,3.5368018991288825
39,5.654858201732581,4.3245004552203055
40,4.740355224655719,3.3331014138912685
41,1.6131286291634879,5.74128340442082
42,0.9023482058522184,4.6338574591821295
43,0.6825788536066381,3.6078555052883545
44,3.4677536911815,4.132503370925503
