0.26130, 0.02121
0.26195, 0.01122
0.26630, 0.03162
0.24255, 0.01307
0.29477, 0.02713
0.25445, 0.01352
0.26246, 0.02321
0.24231, 0.00903
0.28328, 0.01772
0.25860, 0.01582
0.27396, 0.03150
0.26180, 0.01247
0.24536, 0.02034
0.26201, 0.01735
0.25600, 0.01387
0.25670, 0.01086
0.25680, 0.02003
0.29476, 0.02952
0.27671, 0.02391
0.23543, 0.02121
0.22875, 0.01009
0.24803, 0.01706
0.24904, 0.01106
0.26879, 0.02937
0.27363, 0.01897
0.28050, 0.02684
0.25157, 0.00935
0.22253, 0.02048
0.26744, 0.02267
0.26207, 0.01978
0.27263, 0.02223
0.25375, 0.01521
0.25895, 0.01274
0.28458, 0.02609
0.27982, 0.02021
0.26032, 0.01035
0.26838, 0.01242
0.25537, 0.02929
0.27782, 0.02084
0.27632, 0.00987
0.24855, 0.01736
0.28288, 0.02581
0.25026, 0.01917
0.25688, 0.01999
0.25084, 0.01404
0.24684, 0.02212
0.26224, 0.03593
0.24952, 0.01320
0.28825, 0.02290
0.25740, 0.02476
0.28771, 0.03171
0.25782, 0.02927
0.25532, 0.03782
0.29334, 0.01227
0.28663, 0.02466
0.26064, 0.00551
0.26468, 0.01006
0.25820, 0.01371
0.26367, 0.01208
0.26937, 0.01737
0.26987, 0.01033
0.28482, 0.03690
0.25624, 0.02865
0.26091, 0.01965
0.25240, 0.01371
0.23280, 0.02038
0.27227, 0.03334
0.29590, 0.03050
0.25856, 0.01847
0.26646, 0.01603
0.27247, 0.01431
0.23896, 0.01113
0.25738, 0.01224
0.24707, 0.01581
0.23874, 0.00890
0.27043, 0.01606
0.29499, 0.03375
0.27705, 0.01348
0.26667, 0.02237
0.25952, 0.01784
0.28628, 0.02910
0.29992, 0.02523
0.25914, 0.02414
0.27230, 0.01226
0.26706, 0.01816
0.29840, 0.02494
0.27219, 0.02592
0.26886, 0.01922
0.26726, 0.01764
0.27052, 0.01484
0.27558, 0.02102
0.27649, 0.02435
0.29373, 0.01396
0.27505, 0.03378
0.25625, 0.03631
0.24631, 0.00476
0.26596, 0.01432
0.27653, 0.02137
0.26056, 0.01355
0.27003, 0.01373
0.27630, 0.01536
0.24355, 0.02222
0.32400, 0.02795
0.27579, 0.02350
0.26689, 0.00639
0.26591, 0.01021
0.28415, 0.01999
0.31557, 0.02978
0.23633, 0.01011
0.25310, 0.02734
0.28104, 0.02268
0.25552, 0.02053
0.26769, 0.01340
0.26444, 0.02062
0.25801, 0.02225
0.25342, 0.01412
0.26301, 0.01846
0.24786, 0.00607
0.25870, 0.03222
0.26843, 0.02971
0.25919, 0.01765
0.26150, 0.02887
0.28524, 0.03420
0.25837, 0.01285
0.26628, 0.01739
0.29162, 0.01335
0.23547, 0.01439
0.27900, 0.02637
0.25387, 0.02179
0.26347, 0.02972
0.24979, 0.02088
0.23788, 0.01522
0.28191, 0.03162
0.29950, 0.01812
0.27953, 0.01255
0.26530, 0.01911
0.29314, 0.02366
0.25187, 0.02643
0.25641, 0.02041
0.25545, 0.01656
0.26231, 0.00870
0.27039, 0.01572
0.27303, 0.02173
0.28697, 0.01362
0.28531, 0.02116
0.29088, 0.01832
0.30968, 0.02409
0.26149, 0.02526
0.29256, 0.02984
0.28254, 0.01927
0.28338, 0.03455
0.27926, 0.02140
0.24841, 0.01489
0.25530, 0.03276
0.28187, 0.01932
0.26429, 0.03047
0.25397, 0.02197
0.25903, 0.02794
0.28390, 0.00938
0.27320, 0.02625
0.27009, 0.02231
0.26398, 0.02470
0.28387, 0.00852
0.24554, 0.02254
0.27127, 0.02293
0.26491, 0.02277
0.28374, 0.01785
0.27294, 0.02728
0.26674, 0.01839
0.29089, 0.01823
0.23854, 0.01966
0.23778, 0.02176
0.26947, 0.01636
0.24974, 0.01827
0.25760, 0.02184
0.25889, 0.01091
0.26479, 0.01879
0.30702, 0.02729
0.24438, 0.02286
0.28136, 0.03741
0.25879, 0.01471
0.26959, 0.03060
0.24266, 0.02239
0.28766, 0.01876
0.23771, 0.01602
0.24695, 0.00976
0.25706, 0.01742
0.25152, 0.01113
0.28584, 0.02463
0.27929, 0.01022
0.26486, 0.01640
0.25502, 0.00802
0.25963, 0.00911
0.26552, 0.01945
0.26116, 0.01242
0.24270, 0.02421
0.24905, 0.00569
0.24685, 0.02470
0.25578, 0.01865
0.26109, 0.01078
0.26141, 0.01274
0.31704, 0.01200
0.26583, 0.02172
0.25544, 0.01410
0.27804, 0.01494
0.24911, 0.03194
0.26024, 0.03066
0.27033, 0.02150
0.26826, 0.01431
0.23699, 0.02558
0.26327, 0.01002
0.26850, 0.01564
0.25980, 0.02168
0.25356, 0.02483
0.26541, 0.02679
0.25171, 0.01548
0.24886, 0.01755
0.30027, 0.02879
0.28406, 0.03105
0.26978, 0.01760
0.23056, 0.00752
0.27751, 0.02219
0.27110, 0.02606
0.23992, 0.00672
0.25021, 0.01541
0.26883, 0.01771
0.25029, 0.02863
0.29772, 0.03129
0.24782, 0.00586
0.26291, 0.02624
0.27642, 0.01885
0.27931, 0.02321
0.24166, 0.01591
0.29818, 0.02963
0.27728, 0.03340
0.26980, 0.02175
0.23709, 0.00904
0.25014, 0.01401
0.27098, 0.02189
0.27801, 0.03745
0.31556, 0.03033
0.23280, 0.01876
0.22937, 0.02431
0.25981, 0.02624
0.27458, 0.01851
0.26156, 0.02665
0.26614, 0.01374
0.27002, 0.01257
0.25026, 0.01930
0.29686, 0.02076
0.26251, 0.00928
0.26349, 0.01429
0.28618, 0.01300
0.22192, 0.01298
0.25518, 0.01874
0.27606, 0.01234
0.31354, 0.03336
0.26240, 0.00841
0.26222, 0.01393
0.26758, 0.01670
0.28931, 0.02739
0.25490, 0.00916
