,Theta,Phi
0,5.314853464293083,5.800575509650651
1,4.1999328462356855,3.6311536027178617
2,1.1067635820312691,6.268971965379947
3,2.6444280729690646,3.961382363576913
4,6.141115235182343,3.500618704124221
5,4.304968590226746,5.180577507728483
6,3.0370977438835887,0.9987716658421152
7,0.07169978472637568,1.5001984156135222
8,2.7215044842716423,2.936634619823933
9,3.8546529149468247,1.5677798740560527
10,2.24826251342285,2.739759907353174
11,3.3868853233105063,0.5508763348546987
12,3.188869195743215,0.03287830796026454
13,4.484644560757647,0.24726428417117477
14,1.6846775503582585,5.690849806045843
15,6.09435209969132,5.422727423509396
16,5.094876816406435,0.6615796103006076
17,4.859929797138294,1.402147531192514
18,5.421866027060946,1.4740822509205933
19,5.370856559664022,5.43939969257658
20,2.7110031822826235,5.115834652973765
21,1.6289291360908482,1.5261598497690476
22,0.5877724931306455,2.6513977910200492
23,4.5578616708065995,4.285645464792443
24,3.820748878924532,5.0535061164739945
25,5.898287943848521,2.817149411269858
26,0.8889126451552607,4.936549182158149
27,5.8752304322083555,4.1726223415758525
28,3.7339008336102366,3.9916945594312447
29,6.2582665166692735,4.993414870497108
30,3.256396446181381,2.8148274265680184
31,2.4466948181870616,0.5380850875246793
32,3.0185784622417917,2.021253201586543
33,3.687147943895882,4.828689941983135
34,3.921397376433306,0.12774488749781662
35,0.1991773482101435,5.324586409637711
36,4.9131482765647165,1.9670005963080943
37,1.2130621699824486,6.278840387996288
38,1.8396369012530065,4.505517791441667
39,2.561340653420583,3.050139613205542
40,0.8106254550683981,0.904083354759377
41,4.411578084536978,2.1652580869964355
42,1.6022809864920642,0.5856617846874674
43,6.21297267862665,0.47972363369603216
44,3.855535610761893,5.414125341025352
