,Losses,Training Accuracy,Validation Accuracy
0,0.5844329774451815,24.0625,22.5
1,0.5767050714769868,25.390625,23.4375
2,0.5703199388698309,25.703125,23.4375
3,0.5644066016969173,25.78125,24.0625
4,0.5589848593137285,26.09375,24.6875
5,0.5538282601297764,26.640625,25.3125
6,0.548544337086968,27.34375,26.5625
7,0.5431636006042144,28.125,27.8125
8,0.537714501719833,28.90625,29.375
9,0.5322649643340238,29.6875,30.312499999999996
10,0.5267717684613253,30.703124999999996,31.5625
11,0.5212016468836425,31.25,31.874999999999996
12,0.515530989715957,32.03125,32.1875
13,0.5097914436592277,32.8125,32.1875
14,0.5038750499094531,33.046875,32.5
15,0.49784799060747986,33.359375,32.5
16,0.49162087863499826,34.0625,32.8125
17,0.48524717013923463,34.6875,33.125
18,0.47882780397650804,35.15625,33.125
19,0.47190418089020536,35.703125,33.125
20,0.46484512098908554,36.5625,33.75
21,0.4574062957220839,37.1875,34.0625
22,0.44966800256811457,37.8125,34.0625
23,0.44162641785031304,38.359375,34.6875
24,0.43338164080508923,39.0625,35.3125
25,0.42488107804582587,39.6875,35.625
26,0.4162040509926208,40.625,36.25
27,0.40711579597651504,41.015625,36.5625
28,0.3979620584370612,41.640625,37.5
29,0.3887111634774175,42.890625,38.4375
30,0.3792172119930511,44.375,40.9375
31,0.3697695753309643,46.484375,43.125
32,0.3607689262273122,48.4375,45.9375
33,0.35171163801308053,51.40625,48.75
34,0.343095494740779,54.296875,50.625
35,0.3347898331776328,57.34375000000001,54.37499999999999
36,0.32706000053278167,61.09375,57.8125
37,0.31967193798826166,63.671875,59.68750000000001
38,0.31283083678213586,65.703125,62.18749999999999
39,0.3064505513391679,67.109375,63.4375
40,0.30063180808577245,67.578125,63.74999999999999
41,0.2954260025390961,67.421875,63.74999999999999
42,0.29073402759304307,67.578125,63.74999999999999
43,0.2864786028421128,67.578125,64.0625
44,0.2827477708253912,67.65625,64.0625
45,0.27933061296785344,67.8125,64.375
46,0.2763175179102043,67.890625,64.375
47,0.27355131595719573,67.890625,64.375
48,0.27107939030356,67.890625,64.375
49,0.268816378663914,67.96875,64.6875
50,0.26670269489989307,67.65625,64.375
51,0.2647045295845057,67.65625,64.375
52,0.26276074790729764,67.65625,64.375
53,0.2609437735648844,67.34375,63.74999999999999
54,0.25917712947019184,67.8125,64.0625
55,0.25746935837058704,68.125,64.6875
56,0.2558317431885791,68.671875,65.0
57,0.2542158816863741,68.828125,65.3125
58,0.2526552877556698,69.0625,65.625
59,0.25109042455264236,69.21875,65.9375
60,0.24954807500677106,69.765625,66.25
61,0.24801006080168855,69.921875,66.5625
62,0.24648338529977623,70.46875,66.875
63,0.24496326214751268,71.09375,67.8125
64,0.24343932597163015,72.03125,69.0625
65,0.24189402239195457,72.890625,69.375
66,0.24038302882569806,73.75,70.3125
67,0.23890572494003193,75.0,72.1875
68,0.23735646188017787,75.703125,72.8125
69,0.23579334616366882,76.328125,73.75
70,0.23427409378364167,77.03125,74.375
71,0.23269406390712502,78.046875,75.3125
72,0.23115707253091194,79.140625,76.5625
73,0.2296372468180155,80.46875,77.5
74,0.22809104843100086,81.328125,78.75
75,0.22652653782452664,82.578125,80.9375
76,0.2249332929452142,83.671875,82.1875
77,0.2233605039891692,84.765625,83.125
78,0.22176752045080983,86.09375,84.0625
79,0.22020186608868553,86.953125,85.625
80,0.21866237454950005,87.96875,86.25
81,0.2171178162438761,89.0625,86.875
82,0.21558040241390986,89.921875,88.125
83,0.21405756580901927,91.015625,89.0625
84,0.21256994332807522,91.953125,90.0
85,0.21104418476227935,93.046875,91.5625
86,0.20959710842205165,93.515625,92.5
87,0.20812966334317112,93.984375,93.4375
88,0.20673249376492472,94.375,94.375
89,0.20540833951988385,94.6875,95.0
90,0.20408446510872286,95.234375,95.3125
91,0.20287756571202484,95.46875,95.9375
92,0.20170984163333228,95.78125,96.25
93,0.20063342599548445,96.015625,96.25
94,0.19965543249075696,96.25,96.25
95,0.19876183536704423,96.5625,96.25
96,0.1979891811022619,97.03125,96.875
97,0.19729736813378773,97.265625,97.5
98,0.19666069529631383,97.5,97.8125
99,0.1960763085691414,97.578125,97.8125
100,0.19554268891285326,97.65625,98.4375
101,0.19508131051732863,97.96875,98.4375
102,0.1946513778115892,97.96875,98.4375
103,0.19423553542606745,98.046875,98.4375
104,0.19382160718248106,98.28125,98.4375
105,0.1934789712358223,98.28125,98.4375
106,0.19313422525605767,98.359375,98.4375
107,0.19284253554454012,98.4375,98.4375
108,0.19260154798979737,98.59375,98.75
109,0.19234755559818756,98.59375,98.75
110,0.19210843216148393,98.75,98.75
111,0.19184932832562618,98.75,98.75
112,0.191633390470885,98.75,98.75
113,0.1914453480159431,98.671875,98.75
114,0.19126641705596323,98.671875,98.75
115,0.19107942878857437,98.671875,98.75
116,0.19093141357043691,98.671875,98.75
117,0.19076411828962955,98.75,98.75
118,0.19059431008561956,98.90625,98.75
119,0.190451107781873,98.828125,98.75
120,0.19031766650296983,98.828125,98.75
121,0.1901990172502995,98.90625,98.75
122,0.1900709112693131,98.984375,99.0625
123,0.18995602805500547,98.90625,99.0625
124,0.18984616848488345,98.90625,99.0625
125,0.1897631308083895,98.828125,99.0625
126,0.18968092645720488,98.828125,99.0625
127,0.189569540435826,98.90625,99.0625
128,0.1894789453457433,98.90625,98.75
129,0.18938733820859416,98.90625,99.0625
130,0.18930605362055197,98.90625,99.0625
131,0.1892289005936701,98.90625,99.0625
132,0.18914691890962038,98.984375,99.0625
133,0.18907430551729543,98.984375,99.0625
