0.05207, 0.01543, 0.05240, 0.04289, 0.00854, 0.05086, 0.00451, 0.06381
0.01188, 0.01584, 0.04606, 0.01004, 0.01061, 0.10676, 0.05265, 0.06883
0.06212, 0.09205, 0.28152, 0.06607, 0.12107, 0.02774, 0.02534, 0.14750
0.02158, 0.01311, 0.03593, 0.01222, 0.01086, 0.09464, 0.02184, 0.06074
0.04171, 0.03515, 0.03689, 0.01009, 0.12147, 0.18105, 0.02420, 0.18780
0.06133, 0.03405, 0.08024, 0.05679, 0.03697, 0.26044, 0.02150, 0.21360
0.01549, 0.01935, 0.04448, 0.00230, 0.01236, 0.07295, 0.05912, 0.05757
0.03377, 0.00996, 0.03698, 0.03051, 0.03913, 0.09802, 0.00208, 0.05033
0.03227, 0.02120, 0.08585, 0.07028, 0.04067, 0.22282, 0.02156, 0.13883
0.05274, 0.02893, 0.08185, 0.07246, 0.04316, 0.26175, 0.01894, 0.18834
0.05014, 0.03053, 0.07820, 0.07783, 0.11187, 0.32754, 0.02090, 0.21181
0.04867, 0.09253, 0.15898, 0.02004, 0.11473, 0.06216, 0.01376, 0.11641
0.01590, 0.01516, 0.02817, 0.00629, 0.01234, 0.10850, 0.03938, 0.08711
0.04113, 0.03161, 0.04416, 0.01393, 0.12914, 0.16705, 0.01493, 0.12298
0.05515, 0.12195, 0.13682, 0.02750, 0.09962, 0.06003, 0.00382, 0.15507
0.03159, 0.01331, 0.06148, 0.04274, 0.05802, 0.10020, 0.00573, 0.05115
0.03010, 0.09112, 0.19366, 0.05038, 0.36571, 0.13731, 0.08857, 0.12635
0.03854, 0.06600, 0.07210, 0.00915, 0.19386, 0.15014, 0.02507, 0.21981
0.03087, 0.03513, 0.05633, 0.01111, 0.13818, 0.17521, 0.03591, 0.13674
0.05101, 0.10313, 0.25908, 0.05867, 0.13412, 0.02762, 0.02131, 0.16062
0.00755, 0.03101, 0.15742, 0.09001, 0.09384, 0.07392, 0.01314, 0.07534
0.04754, 0.07516, 0.28071, 0.06411, 0.12107, 0.08431, 0.05340, 0.13456
0.03159, 0.01682, 0.05219, 0.02417, 0.04559, 0.06100, 0.00568, 0.03638
0.03755, 0.02594, 0.10715, 0.06662, 0.05588, 0.24597, 0.03877, 0.12348
0.01474, 0.03430, 0.13124, 0.10123, 0.08557, 0.07561, 0.00455, 0.09907
0.01579, 0.02012, 0.04865, 0.00995, 0.05631, 0.13340, 0.05895, 0.07569
0.07978, 0.10600, 0.14897, 0.02598, 0.08939, 0.05299, 0.00108, 0.14210
0.04793, 0.04830, 0.08066, 0.01750, 0.10571, 0.15452, 0.02295, 0.16869
0.02694, 0.05632, 0.23756, 0.05962, 0.13825, 0.06006, 0.03746, 0.10701
0.04920, 0.02887, 0.08271, 0.05477, 0.09141, 0.25306, 0.02189, 0.16104
0.04622, 0.11962, 0.21226, 0.03443, 0.15211, 0.05339, 0.01167, 0.12545
0.03781, 0.12876, 0.22668, 0.06180, 0.47007, 0.08757, 0.06244, 0.15125
0.05297, 0.12988, 0.14813, 0.02621, 0.16762, 0.05575, 0.00667, 0.10261
0.05733, 0.05424, 0.06849, 0.01128, 0.12541, 0.15149, 0.02140, 0.22474
0.03095, 0.02548, 0.07648, 0.06722, 0.09288, 0.24401, 0.01703, 0.15997
0.05227, 0.03009, 0.06956, 0.06875, 0.08663, 0.28242, 0.01405, 0.21108
0.04812, 0.03455, 0.07836, 0.07396, 0.11628, 0.29419, 0.01937, 0.19247
0.03504, 0.00760, 0.03787, 0.03135, 0.00882, 0.07663, 0.00869, 0.03718
0.02730, 0.03999, 0.05999, 0.00556, 0.08823, 0.12319, 0.04137, 0.12829
0.05639, 0.01433, 0.05215, 0.03250, 0.00743, 0.06285, 0.00531, 0.05234
0.01449, 0.01823, 0.04780, 0.00693, 0.00306, 0.05995, 0.03587, 0.06945
0.05344, 0.05372, 0.08259, 0.01575, 0.19202, 0.17932, 0.02549, 0.18586
0.02175, 0.01855, 0.03940, 0.00929, 0.01275, 0.11334, 0.03885, 0.08992
0.04600, 0.05322, 0.08311, 0.01612, 0.18991, 0.15355, 0.01860, 0.18356
0.05102, 0.04968, 0.05242, 0.00516, 0.18350, 0.14983, 0.01651, 0.15874
0.03687, 0.03695, 0.06189, 0.02535, 0.09532, 0.18765, 0.03814, 0.19229
0.01122, 0.01339, 0.03899, 0.01179, 0.01466, 0.09677, 0.03417, 0.05902
0.01130, 0.01417, 0.04078, 0.00824, 0.02832, 0.10291, 0.05063, 0.05296
0.04559, 0.01177, 0.03786, 0.02867, 0.02931, 0.09528, 0.00254, 0.05812
0.01395, 0.00957, 0.04840, 0.01498, 0.00098, 0.09231, 0.04125, 0.04074
0.05126, 0.10717, 0.18152, 0.03180, 0.08229, 0.06381, 0.00867, 0.12887
0.01494, 0.01391, 0.04401, 0.00830, 0.00158, 0.06576, 0.04551, 0.06182
0.02820, 0.08661, 0.18477, 0.03862, 0.48631, 0.12503, 0.06122, 0.10428
0.01371, 0.02667, 0.14229, 0.09322, 0.04201, 0.08522, 0.01184, 0.08526
0.05063, 0.07759, 0.25930, 0.05757, 0.10196, 0.04779, 0.02682, 0.14042
0.04216, 0.07706, 0.24110, 0.05490, 0.08700, 0.03500, 0.02062, 0.13137
0.06258, 0.13022, 0.13173, 0.01992, 0.15973, 0.07759, 0.00438, 0.13235
0.04756, 0.06424, 0.22982, 0.05592, 0.14782, 0.04201, 0.03490, 0.10051
0.05311, 0.07405, 0.27093, 0.06922, 0.10611, 0.04665, 0.03392, 0.13644
0.03250, 0.01354, 0.06155, 0.03573, 0.02997, 0.06031, 0.00473, 0.04193
0.06319, 0.12783, 0.16641, 0.02906, 0.12100, 0.03821, 0.00495, 0.15124
0.00903, 0.05367, 0.18933, 0.09595, 0.10980, 0.05422, 0.00896, 0.10700
0.02744, 0.04295, 0.12817, 0.08388, 0.12116, 0.08681, 0.00887, 0.07660
0.04663, 0.01870, 0.04151, 0.03474, 0.04821, 0.09249, 0.00336, 0.08358
0.01636, 0.03301, 0.13729, 0.10453, 0.12726, 0.10552, 0.01801, 0.10079
