,Theta,Phi
0,4.527805054544892,2.682959263973652
1,2.202438903504296,0.24421325939054603
2,3.0959024665892803,4.662651411871284
3,2.0894235713006615,5.223712284958995
4,3.321397600359544,0.22588706562134897
5,0.9234411443883841,5.722817448477902
6,0.6078856163987892,3.1434317664438565
7,0.002294063681319371,4.13207558839844
8,2.5079357094533017,2.7382076730192906
9,1.6849257556366177,5.571495300849615
10,2.2901301427264973,1.358240311257158
11,6.04333342901145,3.5844492904619223
12,4.408828135840715,5.972463918750222
13,5.630055256589122,3.9071314334624807
14,1.7466553276716037,4.5096729450545805
15,1.6540210563403732,3.218460627625355
16,1.076816754077007,3.9316516605850325
17,4.169409387870533,3.849824489714166
18,2.6471943372111433,0.1876923231955374
19,4.1667951209331315,5.864543917037154
20,2.009282743137823,4.2829457962119015
21,0.6950705257287083,2.4303725049112113
22,4.506119950999683,5.88239291974552
23,1.095943512686231,3.7099450060101136
24,1.2520381850520745,0.07234116189269654
25,5.163328481180963,3.9078125645292547
26,1.8246264818885467,0.5900297292139024
27,4.8601389578947884,5.466677909708884
28,4.191250296304119,4.763277727864043
29,0.006673038256213794,1.9029496875044174
30,2.549239930061394,1.37855403853946
31,4.412574641380151,2.9104076949031747
32,1.3879374644012357,2.1126723950536483
33,4.153792109594586,3.113889832316658
34,5.859288732697512,3.9924155271830775
35,6.1976285561938,6.194467859462948
36,3.7465279416988633,0.3351445151580002
37,1.795213213284509,4.613913179353317
38,3.8964906371235632,1.1042283049444666
39,1.7880893994473683,2.397228938151141
40,2.5541174255881898,1.0454622777777733
41,6.115610887988134,2.392697438968699
42,4.6080291706116885,5.792826837085307
43,5.928899340203249,3.2827635005223534
44,6.034102988914474,3.0163758454720875
