0.05020, 0.06134, 0.01068, 0.18385, 0.22024, 0.01483, 0.03243, 0.13468, 0.15328, 0.24235
0.25644, 0.11897, 0.02515, 0.59764, 0.30872, 0.04656, 0.05959, 0.04853, 0.27553, 0.15712
0.14890, 0.01594, 0.04053, 0.30198, 0.34201, 0.00916, 0.03397, 0.02433, 0.13356, 0.27909
0.07389, 0.10046, 0.01183, 0.07033, 0.24311, 0.07662, 0.09839, 0.11598, 0.31454, 0.20377
0.27508, 0.10060, 0.01715, 0.52164, 0.31753, 0.05812, 0.05834, 0.08305, 0.27304, 0.17642
0.16216, 0.07437, 0.03335, 0.09180, 0.51361, 0.06233, 0.10005, 0.34766, 0.25324, 0.37785
0.22495, 0.00979, 0.07966, 0.14407, 0.36693, 0.03869, 0.20443, 0.25182, 0.34191, 0.34065
0.25342, 0.14922, 0.01476, 0.61227, 0.32307, 0.08802, 0.05359, 0.00331, 0.44460, 0.14668
0.20605, 0.15179, 0.00202, 0.08000, 0.43100, 0.09336, 0.10488, 0.00287, 0.21647, 0.43592
0.26020, 0.12725, 0.01722, 0.56021, 0.33741, 0.04825, 0.05751, 0.02996, 0.25341, 0.17266
0.06333, 0.06128, 0.00866, 0.15143, 0.20120, 0.03340, 0.03675, 0.06591, 0.15389, 0.26775
0.33187, 0.09525, 0.01944, 0.41659, 0.45388, 0.02067, 0.08273, 0.10915, 0.19993, 0.56991
0.27368, 0.16503, 0.01956, 0.61749, 0.35198, 0.06219, 0.07057, 0.04373, 0.34005, 0.26522
0.20027, 0.03453, 0.07055, 0.25895, 0.51755, 0.03356, 0.11969, 0.09478, 0.03386, 0.22712
0.24941, 0.14317, 0.00011, 0.11067, 0.39990, 0.09611, 0.13401, 0.00081, 0.27424, 0.43347
0.07662, 0.13460, 0.01404, 0.09896, 0.28024, 0.07055, 0.08746, 0.17382, 0.24872, 0.21182
0.17084, 0.02480, 0.01945, 0.25142, 0.34142, 0.01477, 0.03392, 0.04315, 0.06066, 0.33077
0.19431, 0.06069, 0.04537, 0.11777, 0.46878, 0.04155, 0.10532, 0.22145, 0.17470, 0.33196
0.24290, 0.11228, 0.00250, 0.07182, 0.41453, 0.09348, 0.11397, 0.01919, 0.28700, 0.49480
0.20402, 0.12441, 0.00038, 0.07232, 0.45588, 0.07467, 0.12871, 0.00141, 0.16989, 0.46333
0.25953, 0.11334, 0.00615, 0.09169, 0.47255, 0.07224, 0.10188, 0.00279, 0.20260, 0.45140
0.27340, 0.12967, 0.01567, 0.61814, 0.29404, 0.05889, 0.04909, 0.03474, 0.27871, 0.15918
0.27430, 0.08066, 0.01900, 0.29885, 0.44607, 0.02002, 0.08160, 0.21463, 0.24665, 0.65857
0.20881, 0.02437, 0.01646, 0.27100, 0.38364, 0.01618, 0.03050, 0.01482, 0.08401, 0.23921
0.19770, 0.01870, 0.03216, 0.12708, 0.33244, 0.05181, 0.14388, 0.27451, 0.29272, 0.33615
0.06472, 0.06507, 0.01777, 0.14386, 0.20160, 0.02671, 0.07168, 0.13634, 0.17303, 0.15741
0.04504, 0.05089, 0.01805, 0.13789, 0.21647, 0.03769, 0.04724, 0.10100, 0.26392, 0.18662
0.13556, 0.06791, 0.04253, 0.10082, 0.43024, 0.05836, 0.06153, 0.32495, 0.19379, 0.36060
0.14387, 0.06908, 0.01836, 0.07839, 0.37725, 0.07097, 0.06465, 0.35521, 0.19901, 0.35033
0.24801, 0.13159, 0.00459, 0.07005, 0.40529, 0.09126, 0.10958, 0.00080, 0.21157, 0.51031
0.23516, 0.16530, 0.00446, 0.06910, 0.47639, 0.09872, 0.10948, 0.00147, 0.24875, 0.61881
0.19339, 0.02187, 0.01812, 0.26391, 0.40828, 0.00678, 0.02534, 0.03251, 0.04720, 0.29889
0.03659, 0.07105, 0.00901, 0.14947, 0.16493, 0.02900, 0.03746, 0.05675, 0.23240, 0.18444
0.18591, 0.03529, 0.08503, 0.24674, 0.42848, 0.00373, 0.11812, 0.04466, 0.06983, 0.17897
0.04840, 0.06068, 0.01663, 0.18921, 0.26472, 0.03501, 0.04878, 0.08132, 0.31858, 0.25900
0.26985, 0.10479, 0.00350, 0.10792, 0.46726, 0.08290, 0.14044, 0.00869, 0.24187, 0.42788
0.15944, 0.03826, 0.01962, 0.28714, 0.39253, 0.01816, 0.01961, 0.02968, 0.05934, 0.26759
0.17150, 0.02300, 0.01539, 0.32815, 0.39017, 0.01233, 0.01606, 0.03736, 0.06847, 0.25597
0.24311, 0.01668, 0.05870, 0.07997, 0.39771, 0.04377, 0.20738, 0.31777, 0.16156, 0.33645
0.23491, 0.02017, 0.05410, 0.10042, 0.35919, 0.05793, 0.20825, 0.29166, 0.26894, 0.35948
0.22900, 0.13498, 0.02891, 0.57064, 0.31136, 0.06026, 0.07855, 0.03074, 0.39081, 0.16108
0.16323, 0.03029, 0.05758, 0.11510, 0.36593, 0.05600, 0.18670, 0.29304, 0.23822, 0.28411
0.17563, 0.05068, 0.01564, 0.35090, 0.35756, 0.00567, 0.02415, 0.02802, 0.10398, 0.34526
0.16436, 0.03406, 0.09105, 0.26642, 0.52613, 0.03470, 0.11400, 0.10359, 0.03412, 0.22942
0.35372, 0.09682, 0.01753, 0.39373, 0.43998, 0.01561, 0.10042, 0.08070, 0.22788, 0.60700
0.04569, 0.13282, 0.01749, 0.11466, 0.24468, 0.05882, 0.05646, 0.25171, 0.20871, 0.20093
0.27874, 0.08659, 0.01095, 0.30413, 0.35219, 0.01494, 0.07629, 0.14765, 0.20599, 0.65922
0.09782, 0.09325, 0.04803, 0.13263, 0.48686, 0.03539, 0.07965, 0.00441, 0.21965, 0.36843
0.18728, 0.02430, 0.06208, 0.25386, 0.42190, 0.02011, 0.09139, 0.06834, 0.06570, 0.25043
0.13406, 0.08129, 0.03225, 0.09043, 0.42389, 0.04529, 0.07480, 0.35915, 0.16930, 0.40260
0.19933, 0.04297, 0.05021, 0.11313, 0.44073, 0.05318, 0.10345, 0.24000, 0.23358, 0.37650
0.05747, 0.07598, 0.01795, 0.16785, 0.25263, 0.03160, 0.05330, 0.11760, 0.13419, 0.20105
0.15323, 0.04451, 0.02284, 0.27822, 0.36566, 0.01373, 0.03596, 0.03345, 0.12259, 0.26706
0.13641, 0.02313, 0.04086, 0.28096, 0.34410, 0.00757, 0.02392, 0.07248, 0.05034, 0.20732
0.14127, 0.05156, 0.03143, 0.30654, 0.40382, 0.01091, 0.03527, 0.04420, 0.15141, 0.27656
0.09685, 0.09757, 0.01402, 0.06876, 0.32033, 0.07274, 0.10843, 0.17973, 0.18813, 0.23621
0.22056, 0.11928, 0.02025, 0.52775, 0.26982, 0.05142, 0.05659, 0.01472, 0.34284, 0.16094
0.27728, 0.13238, 0.00330, 0.15592, 0.50810, 0.07343, 0.08690, 0.00345, 0.22170, 0.62946
0.14968, 0.08157, 0.03433, 0.07667, 0.49381, 0.05342, 0.09025, 0.31114, 0.22292, 0.45634
0.11520, 0.09206, 0.02748, 0.07118, 0.37125, 0.05344, 0.07734, 0.27344, 0.19601, 0.36901
0.24050, 0.13700, 0.01527, 0.45142, 0.27714, 0.07999, 0.06352, 0.01027, 0.36192, 0.22599
0.23451, 0.13000, 0.00460, 0.06564, 0.47932, 0.08344, 0.10042, 0.00169, 0.17144, 0.44123
0.15657, 0.05464, 0.01182, 0.23057, 0.38282, 0.01985, 0.02886, 0.08157, 0.05182, 0.26564
0.20062, 0.03316, 0.06865, 0.20039, 0.51103, 0.01110, 0.13324, 0.03151, 0.02075, 0.18419
0.05044, 0.08635, 0.02049, 0.05687, 0.24903, 0.06435, 0.08439, 0.24016, 0.22087, 0.19117
0.23607, 0.12186, 0.00418, 0.07597, 0.46778, 0.08654, 0.13865, 0.00635, 0.27043, 0.46052
0.23737, 0.01624, 0.07020, 0.17162, 0.50087, 0.01870, 0.15120, 0.03688, 0.04384, 0.22774
0.18557, 0.04681, 0.06914, 0.24464, 0.51525, 0.01518, 0.13987, 0.11758, 0.04496, 0.20400
0.02938, 0.04531, 0.01404, 0.09536, 0.18938, 0.03343, 0.04943, 0.14274, 0.28905, 0.21040
0.29332, 0.10241, 0.02693, 0.29673, 0.48212, 0.01514, 0.12025, 0.15424, 0.26179, 0.64227
0.17558, 0.02976, 0.05667, 0.28771, 0.42923, 0.00822, 0.05556, 0.01160, 0.06246, 0.27104
0.25881, 0.10269, 0.03148, 0.61125, 0.27164, 0.06526, 0.06891, 0.04734, 0.38513, 0.15457
0.23077, 0.12853, 0.00391, 0.07095, 0.43314, 0.11163, 0.10929, 0.00184, 0.27690, 0.43247
0.14452, 0.02517, 0.03740, 0.27109, 0.41157, 0.01427, 0.03356, 0.06146, 0.10983, 0.34075
0.14695, 0.04200, 0.06465, 0.09741, 0.40655, 0.06756, 0.08050, 0.28343, 0.24916, 0.30330
0.23489, 0.02196, 0.04837, 0.11631, 0.39643, 0.05251, 0.20125, 0.33059, 0.26798, 0.38202
0.18998, 0.02583, 0.07036, 0.21557, 0.45166, 0.02444, 0.12781, 0.09243, 0.06732, 0.32112
0.23910, 0.10444, 0.02816, 0.56670, 0.30904, 0.05838, 0.05673, 0.12845, 0.30087, 0.14730
0.23589, 0.07908, 0.02586, 0.54586, 0.23920, 0.06963, 0.06286, 0.04768, 0.45018, 0.15527
0.02606, 0.06368, 0.02165, 0.16453, 0.15442, 0.03200, 0.04528, 0.14140, 0.26682, 0.18198
0.05403, 0.12064, 0.03557, 0.07773, 0.29029, 0.05895, 0.11474, 0.20878, 0.23012, 0.19653
0.06856, 0.05754, 0.02339, 0.17393, 0.25361, 0.02413, 0.05757, 0.10223, 0.22679, 0.23832
0.04470, 0.05430, 0.01704, 0.15671, 0.17088, 0.04071, 0.04280, 0.14393, 0.25824, 0.22123
0.13637, 0.06451, 0.04735, 0.07738, 0.43548, 0.06754, 0.07743, 0.38393, 0.21952, 0.35639
0.10712, 0.14983, 0.02337, 0.11021, 0.51028, 0.05559, 0.10188, 0.00604, 0.20211, 0.36825
0.18276, 0.03400, 0.07325, 0.22494, 0.50702, 0.04669, 0.11591, 0.07422, 0.01444, 0.28324
0.21137, 0.02564, 0.04951, 0.22482, 0.49471, 0.02433, 0.10504, 0.06762, 0.02713, 0.21865
0.06056, 0.05195, 0.02750, 0.16349, 0.24293, 0.02225, 0.07009, 0.11085, 0.25489, 0.18146
0.14588, 0.02995, 0.01984, 0.21970, 0.36894, 0.01323, 0.03038, 0.02157, 0.10844, 0.37600
0.24166, 0.02041, 0.08738, 0.24097, 0.51386, 0.02824, 0.13078, 0.05114, 0.02498, 0.27139
0.04544, 0.04031, 0.03196, 0.13207, 0.18343, 0.01638, 0.06968, 0.11008, 0.17379, 0.13543
0.27117, 0.11422, 0.01763, 0.50251, 0.30732, 0.08720, 0.07955, 0.02375, 0.42222, 0.18846
0.24390, 0.02353, 0.05861, 0.18578, 0.37971, 0.04976, 0.17811, 0.37149, 0.27737, 0.35631
0.16312, 0.04906, 0.01670, 0.05743, 0.41740, 0.03776, 0.06862, 0.27977, 0.14084, 0.46135
0.30886, 0.08677, 0.01799, 0.35715, 0.41402, 0.01507, 0.09315, 0.09945, 0.26474, 0.66580
0.25884, 0.10802, 0.03042, 0.65375, 0.29340, 0.04921, 0.05301, 0.07143, 0.25095, 0.13697
0.32030, 0.09960, 0.01241, 0.24620, 0.41362, 0.04141, 0.11263, 0.20506, 0.31267, 0.65493
0.16724, 0.01914, 0.03369, 0.23374, 0.36983, 0.00667, 0.02891, 0.04194, 0.06808, 0.24274
0.12197, 0.10414, 0.01978, 0.13021, 0.47226, 0.05520, 0.09102, 0.00197, 0.19897, 0.39422
0.08911, 0.11075, 0.04469, 0.11204, 0.49076, 0.05467, 0.12494, 0.00296, 0.32985, 0.31064
0.20823, 0.01593, 0.05124, 0.13282, 0.36732, 0.05774, 0.16878, 0.21977, 0.26351, 0.32833
0.05497, 0.06314, 0.02350, 0.15794, 0.22364, 0.03937, 0.05203, 0.13122, 0.22943, 0.23503
0.04364, 0.07288, 0.01612, 0.11916, 0.21744, 0.04020, 0.04685, 0.20934, 0.15732, 0.19535
0.19442, 0.02179, 0.07197, 0.21298, 0.41324, 0.02409, 0.12225, 0.07493, 0.03272, 0.20734
0.17691, 0.02418, 0.02430, 0.22830, 0.37439, 0.00549, 0.03912, 0.02839, 0.04673, 0.19502
