,Theta,Phi
0,6.065331906292577,2.766377884918025
1,0.7529442359682977,0.04114109716026312
2,5.072976388542837,0.9488284814533192
3,5.486791588806006,2.894905524927336
4,1.1099658720058863,2.107325018734045
5,1.8018234416336116,0.07015259910793693
6,2.4413877309549643,2.3942444446547912
7,0.46729503680157464,5.480127536412309
8,4.967226549163945,0.6840784068725387
9,4.128937062062727,5.206276870976291
10,1.1018569630574475,4.4719185183436805
11,3.6315635734088567,3.7272605188115104
12,4.536184178713413,5.590016007591705
13,3.4803482578528038,1.511488669901008
14,0.6634506845326188,5.888575419903752
15,3.5488167477175474,3.0345153869082475
16,3.332301537959938,0.11777563042878499
17,3.8910351698836285,5.4503246441355655
18,0.06336114858905441,1.5739599212761393
19,6.273919092013878,0.49198230199247234
20,6.085365588185576,1.7091796315150252
21,3.5490540127053802,4.22544110599573
22,0.4882509749966079,4.175537755882376
23,5.169767990194586,4.4875780490261645
24,0.731620971354122,1.1772522847016567
25,4.425713415852545,5.356299756366835
26,6.10878124231038,1.643356602071535
27,3.4007749506310208,5.089377556747025
28,1.7411884196557372,4.430159940623868
29,5.417836861490877,1.9136803424616962
30,3.5040077389948725,5.792253281337036
31,0.4445772380779799,2.7881542023445847
32,5.316656938608915,4.068976132482404
33,0.19594252841789359,4.942210235407737
34,1.6277167486581767,4.018034486424998
35,0.535573868175974,3.8928565074629056
36,6.0126370391031685,0.864241074259179
37,2.75984136695579,3.190739048263306
38,3.137238246352267,0.7516035903201901
39,3.8085173477805623,1.0453449501923553
40,0.5743819342670281,2.3071800552690087
41,5.1733162053445065,2.829271527933823
42,5.8576829306573215,3.980044049194831
43,3.989170755428031,3.785284543977852
44,3.67751146972485,5.757296095951052
