,Theta/Phi,Loss,Accuracy
0,0.0,0.0,72.65000000000002
1,0.0,0.02564102564102564,72.38750000000002
2,0.0,0.05128205128205128,71.35
3,0.0,0.07692307692307693,69.54999999999998
4,0.0,0.10256410256410256,66.7375
5,0.0,0.1282051282051282,64.125
6,0.0,0.15384615384615385,61.47499999999999
7,0.0,0.1794871794871795,59.03749999999999
8,0.0,0.20512820512820512,56.75
9,0.0,0.23076923076923075,54.525
10,0.0,0.2564102564102564,52.98749999999999
11,0.0,0.28205128205128205,51.70000000000001
12,0.0,0.3076923076923077,50.91250000000001
13,0.0,0.3333333333333333,50.47500000000001
14,0.0,0.358974358974359,50.29999999999999
15,0.0,0.3846153846153846,50.18749999999999
16,0.0,0.41025641025641024,50.08749999999999
17,0.0,0.4358974358974359,50.02499999999999
18,0.0,0.4615384615384615,50.02499999999999
19,0.0,0.48717948717948717,50.01250000000001
20,0.0,0.5128205128205128,50.0
21,0.0,0.5384615384615384,50.0
22,0.0,0.5641025641025641,50.0
23,0.0,0.5897435897435898,50.0
24,0.0,0.6153846153846154,50.0
25,0.0,0.641025641025641,50.0
26,0.0,0.6666666666666666,50.0
27,0.0,0.6923076923076923,50.0
28,0.0,0.717948717948718,50.0
29,0.0,0.7435897435897436,50.0
30,0.0,0.7692307692307692,50.0
31,0.0,0.7948717948717948,50.0
32,0.0,0.8205128205128205,50.0
33,0.0,0.8461538461538461,50.0
34,0.0,0.8717948717948718,50.0
35,0.0,0.8974358974358974,50.0
36,0.0,0.923076923076923,50.0
37,0.0,0.9487179487179487,50.0
38,0.0,0.9743589743589743,50.0
39,0.0,1.0,50.0
40,0.025641025641666666,0.0,72.05375
41,0.025641025641666666,0.02564102564102564,71.70812499999998
42,0.025641025641666666,0.05128205128205128,70.62625
43,0.025641025641666666,0.07692307692307693,68.76687500000001
44,0.025641025641666666,0.10256410256410256,66.41000000000001
45,0.025641025641666666,0.1282051282051282,63.8625
46,0.025641025641666666,0.15384615384615385,61.30125
47,0.025641025641666666,0.1794871794871795,58.870000000000005
48,0.025641025641666666,0.20512820512820512,56.63624999999998
