-13.82045, -16.77389, -19.19377, -13.09163
-21.01418, -17.05179, -20.54484, -12.13860
-17.31530, -20.31338, -19.68761, -13.97113
-16.53420, -22.41585, -18.98020, -15.51826
-18.16185, -20.78237, -20.51463, -14.24999
-15.71878, -17.91609, -20.04410, -12.22369
-17.63363, -15.65192, -22.66199, -12.36732
-19.49430, -18.63174, -23.15577, -14.82603
-14.15004, -17.50936, -18.74117, -12.54142
-19.56314, -20.88385, -20.70329, -16.33455
-21.28855, -16.81986, -25.93442, -12.49631
-17.98209, -21.44934, -20.31776, -15.08639
-18.19571, -19.86151, -20.02802, -15.24197
-19.99455, -20.28409, -21.73584, -14.27176
-21.85033, -20.05769, -26.45247, -15.27632
-19.15150, -21.35317, -21.75229, -15.70793
-14.70587, -16.12521, -20.49784, -12.40686
-17.26957, -21.35937, -20.57666, -14.56622
-20.45199, -16.87189, -25.85913, -13.25692
-15.20649, -17.16563, -20.10718, -12.24512
-16.86988, -23.35763, -18.89532, -15.75488
-20.27093, -17.28129, -22.32929, -13.33007
-16.62278, -22.62107, -18.86333, -15.57769
-19.51407, -20.95089, -21.29137, -15.34881
-20.10212, -16.51994, -22.77311, -13.02149
-20.51717, -19.54533, -20.45546, -14.52982
-21.71552, -21.07646, -25.41613, -15.90591
-20.97010, -16.15903, -24.14517, -12.88647
-19.18831, -19.84547, -21.64643, -15.32500
-19.78148, -16.92022, -24.32873, -13.06066
-21.41142, -17.84266, -23.02842, -13.78631
-21.33919, -16.25625, -23.39235, -12.30244
-14.18071, -16.51094, -20.03591, -13.46594
-18.98786, -18.76356, -22.40635, -15.71111
-17.94863, -22.93864, -20.40480, -16.00548
-21.11511, -20.71571, -23.15143, -16.47354
-21.49892, -20.11189, -23.74770, -15.51367
-18.80515, -21.45219, -21.55673, -17.32230
-19.88136, -17.20669, -21.55308, -11.79971
-19.75940, -19.89805, -21.02754, -15.38899
-15.15650, -17.47398, -20.37157, -13.31741
-15.10340, -16.75956, -20.88340, -13.14071
-14.43888, -16.79173, -19.81282, -12.77888
-20.14629, -15.75570, -23.58143, -12.33144
-21.00291, -15.61719, -25.17859, -12.21991
-19.08131, -20.09651, -20.52951, -16.05436
-19.46335, -16.15562, -24.48597, -13.06264
-14.46489, -16.33243, -19.64737, -12.18932
-19.60429, -21.51374, -21.21088, -17.14457
-20.64723, -20.11525, -23.20496, -14.85504
-15.10966, -16.47539, -20.60245, -12.30793
-15.03974, -16.98967, -20.28306, -12.56891
-17.47618, -20.25186, -20.09690, -14.11754
-20.50527, -17.42764, -22.80416, -13.79112
-17.17888, -20.71519, -19.33654, -14.34676
-14.67842, -17.17882, -19.58595, -12.43986
-14.38688, -16.59871, -19.76531, -12.52868
-22.40918, -16.62595, -23.43008, -12.34068
-19.88542, -16.08815, -24.64505, -12.33093
-17.71552, -21.98547, -20.22986, -15.35486
-19.47796, -15.44833, -24.52991, -12.65898
-14.92577, -17.33010, -19.54951, -12.30159
-20.28750, -19.84180, -23.29532, -14.16357
-13.99029, -16.17106, -19.24956, -12.28649
-19.66089, -19.01062, -23.99437, -14.70397
-20.66907, -17.58796, -25.51466, -13.47428
-14.39859, -17.60759, -18.62038, -11.98442
-16.73579, -22.65233, -18.54012, -15.73931
-21.24568, -16.91405, -22.79814, -13.45934
-20.01077, -19.90790, -23.33007, -15.51818
-18.89603, -20.05176, -20.97081, -15.36104
-21.15517, -16.26853, -25.34629, -12.40359
-19.34419, -22.45075, -21.87823, -17.48042
-16.98415, -21.61642, -19.36717, -14.70903
-14.15713, -16.83344, -19.04779, -12.29193
-19.55483, -16.72011, -23.54088, -12.82006
-15.29464, -16.39022, -20.68031, -12.45235
-18.77537, -20.71015, -21.10814, -15.86395
-19.67088, -19.39789, -21.44314, -15.20627
-17.35863, -22.15988, -19.83563, -15.56505
-19.46462, -16.94733, -22.38940, -12.53492
-18.48480, -20.87728, -21.04248, -15.85004
-15.86482, -17.91752, -20.62611, -12.79576
-19.31369, -19.97337, -20.71652, -15.64309
-14.24331, -17.11187, -18.50725, -12.22265
-15.09457, -17.77392, -19.52942, -12.50743
-20.74647, -15.95366, -26.20156, -12.42003
-18.83929, -16.46806, -21.15478, -12.73178
-14.70229, -15.87661, -19.78158, -12.01112
-18.82013, -22.50111, -20.99596, -15.57881
-21.54333, -16.77177, -25.01122, -12.32852
-17.84677, -20.45020, -19.37601, -14.12796
-20.39331, -20.68150, -23.52019, -15.46799
-19.46584, -21.28155, -23.25237, -15.75902
-15.23576, -16.28596, -20.91540, -12.37907
-18.63025, -20.08330, -21.88644, -15.32964
-14.24312, -16.56879, -19.27517, -12.01866
-20.10315, -16.14642, -22.39124, -13.22513
-15.84232, -16.60067, -21.46482, -12.45741
-19.37332, -19.69347, -21.00248, -14.52037
-20.73120, -16.72706, -22.06021, -13.16606
-18.81017, -20.02854, -21.68693, -15.73123
-17.80976, -20.74388, -19.75242, -14.26141
-15.90524, -17.26833, -20.85519, -12.22526
-21.12250, -15.83927, -23.91810, -11.76851
-19.73553, -17.02473, -20.24407, -12.56085
-17.19876, -20.22374, -18.81678, -13.90797
-15.63546, -20.27573, -18.20333, -13.75659
-22.38784, -19.93448, -22.08389, -16.19997
-17.37355, -21.90490, -19.55369, -15.63950
-14.58257, -16.16265, -20.11145, -12.29757
-19.85057, -19.45268, -23.28630, -15.22999
-21.05157, -19.59508, -22.47714, -14.73657
-17.75260, -22.24640, -20.05800, -15.42938
-21.94553, -16.55125, -22.64501, -12.59918
-22.40763, -16.53866, -23.69197, -12.89918
-17.16000, -22.86139, -20.10628, -16.39003
-15.68092, -22.77697, -18.63604, -16.52359
-22.88504, -16.69362, -26.80015, -12.40067
-13.73910, -16.27637, -19.19628, -12.50959
-14.79046, -16.12136, -20.10836, -11.69117
-18.40892, -20.77493, -20.19101, -16.31857
-20.36602, -20.83624, -21.75669, -15.99417
-20.91460, -16.59421, -25.00673, -12.29225
-14.97316, -17.18343, -20.26269, -13.17647
-22.88112, -16.14122, -27.32181, -13.54858
-19.84885, -16.97341, -23.33428, -12.23624
-21.41595, -16.32304, -21.86436, -12.91620
-18.04668, -22.16867, -20.86825, -16.18804
-14.94395, -17.47827, -20.13598, -13.26016
-19.35922, -19.14098, -21.24139, -15.91452
-15.15488, -18.71203, -19.39579, -13.33671
-19.77108, -20.03177, -23.19985, -15.60129
-20.59887, -16.21462, -26.02248, -12.03637
-16.81399, -20.46887, -18.59526, -13.76862
-18.92431, -16.19636, -21.94110, -12.64562
-15.88149, -22.35487, -18.52595, -15.30718
-14.95988, -16.77841, -20.06967, -12.29559
-20.37452, -19.88440, -23.93486, -15.73684
-14.20754, -17.17606, -19.26369, -13.08365
-14.38999, -17.82603, -18.86823, -12.63026
-14.77180, -15.90710, -20.56840, -12.60216
-14.85065, -17.30200, -19.96259, -12.88542
-16.04061, -20.46584, -18.21766, -14.71465
-15.11964, -17.83734, -19.62365, -13.09523
-20.10113, -15.28148, -24.40661, -12.23661
-20.76794, -17.20048, -24.11459, -13.08026
-15.00183, -16.55213, -20.37804, -12.37298
-20.85553, -16.57774, -29.33306, -13.08280
-21.28640, -16.52513, -21.46593, -12.37045
-18.83172, -18.54981, -21.60193, -14.06249
-19.28216, -20.54793, -20.43857, -15.93783
-14.81818, -17.25050, -19.80618, -12.58571
-20.25899, -16.73105, -24.86329, -12.80289
-20.41463, -19.76119, -22.64699, -16.75179
-21.30200, -19.57125, -24.30180, -16.09026
-21.90494, -16.29602, -25.44241, -12.69421
-14.40607, -16.49217, -20.08868, -12.92752
-14.37807, -17.11722, -19.34209, -12.52228
-19.04033, -20.75712, -19.88384, -16.38245
-17.19313, -21.53772, -19.23882, -15.38582
-15.52197, -16.41099, -20.98334, -11.92359
-15.33479, -16.59762, -21.01359, -12.57820
-17.50152, -21.77129, -19.69931, -15.95499
-16.45593, -21.50772, -18.55715, -15.60198
-16.94852, -19.90930, -19.82753, -13.85842
-16.89941, -20.53961, -18.61695, -13.67464
-19.55846, -16.33038, -24.84369, -12.53631
-19.08865, -20.37310, -21.43608, -15.82560
-19.50910, -19.97581, -23.56451, -15.58552
-20.01679, -20.00206, -22.50821, -15.20066
-20.22926, -20.45521, -22.35168, -15.72598
-19.55045, -15.82613, -24.16870, -11.98694
-17.56597, -23.10709, -19.55337, -16.07994
-19.56156, -19.67772, -21.37391, -15.42125
-18.62131, -21.87117, -20.17734, -15.55464
-21.74560, -20.82043, -24.14317, -15.94053
-20.07627, -17.09079, -22.55981, -13.51299
-18.72435, -20.62141, -19.40880, -16.18906
-14.40228, -16.72276, -18.82047, -11.92817
-21.80737, -16.69466, -26.35561, -12.79005
-20.08218, -17.21554, -21.85966, -12.57680
-15.39946, -18.12783, -20.21776, -13.34961
-17.64292, -22.39875, -20.07311, -15.20465
-14.84620, -16.52073, -20.32242, -12.74252
-18.80522, -20.09677, -20.13535, -15.62016
-19.77763, -20.28511, -21.55255, -16.23035
-17.68034, -22.63389, -19.87432, -16.13033
-20.36801, -21.34609, -21.57037, -16.26018
-19.81317, -19.87889, -22.92739, -16.13187
-17.64103, -22.17705, -20.20460, -15.85329
-21.06812, -17.14272, -21.15916, -13.11568
-15.02710, -17.49784, -19.88986, -12.67514
-16.70354, -20.76008, -18.80882, -14.51606
-20.44371, -20.52965, -22.05479, -15.67925
-20.16413, -19.73915, -22.82696, -14.83553
-19.44431, -15.65343, -25.76437, -11.79577
-16.15401, -20.26162, -18.56900, -14.22833
-16.82913, -21.93973, -19.86349, -16.01174
-21.53665, -17.19035, -25.29470, -13.38380
-21.49760, -16.43199, -25.21287, -12.82379
-18.94470, -16.38210, -23.10834, -12.63785
-17.30506, -21.18427, -20.67329, -14.81211
-20.03447, -21.04569, -21.98880, -15.94405
-21.87945, -20.95633, -22.93410, -15.17100
-20.33004, -21.08914, -21.54716, -15.80921
-19.40650, -20.55652, -21.71514, -15.39337
-15.97099, -22.48577, -18.40632, -15.77893
-14.92757, -17.13008, -20.01492, -12.63319
-16.99076, -19.86943, -17.84095, -14.26677
-14.87058, -17.32765, -20.06183, -13.38015
-14.40493, -17.04160, -19.42763, -13.09678
-18.53327, -21.20639, -19.89016, -16.82986
-15.51844, -21.51546, -17.94448, -14.90251
-18.47874, -21.04305, -19.86929, -14.58258
-19.99948, -15.63916, -25.00939, -11.94855
-21.18715, -16.00779, -23.81626, -12.22867
-21.21759, -19.95160, -22.69229, -14.66910
-18.58770, -21.06819, -21.39945, -17.40501
-14.54498, -16.72614, -19.71201, -13.16102
-19.80845, -16.20761, -24.10226, -12.59626
-14.18041, -16.64856, -19.16134, -12.18138
-19.82498, -16.93314, -23.04182, -12.95514
-22.92317, -17.96468, -25.36589, -13.71957
-21.87979, -20.56278, -22.54398, -16.44336
-14.30338, -17.01519, -19.17285, -12.28058
-14.75511, -17.77956, -19.54360, -13.30066
-14.90444, -17.28913, -19.96013, -12.74950
-22.10756, -16.62713, -24.37337, -12.61245
-18.88832, -20.47721, -19.53887, -15.17482
-21.02905, -16.92717, -24.88723, -13.09189
-20.44400, -17.15391, -23.06063, -12.64802
-20.70274, -16.88865, -22.96048, -13.34430
-19.99105, -16.78378, -20.93454, -12.18550
-19.89866, -21.61227, -23.55878, -17.20627
-16.13522, -21.11430, -17.93707, -14.58303
-15.28840, -16.92553, -20.63096, -12.58792
-21.17853, -15.80346, -24.58750, -12.33897
-17.07010, -21.59595, -19.44116, -14.91912
-17.09145, -21.15150, -19.68106, -14.62752
-19.75991, -17.18753, -23.67887, -12.62472
-18.97912, -15.69204, -25.05874, -11.88491
-20.78069, -17.02498, -22.16534, -12.38035
-17.66509, -22.48361, -19.86163, -15.63388
-15.78692, -17.03029, -21.31270, -12.89844
-18.48674, -19.24572, -19.90820, -14.85644
-21.27668, -16.40692, -24.65348, -13.54503
-17.71535, -20.32213, -19.89639, -13.83057
-21.35483, -17.49236, -24.92523, -12.66716
-16.40423, -20.61291, -18.99263, -14.28571
-19.80255, -18.30209, -21.84211, -13.64979
-16.87902, -21.06523, -18.82991, -15.01903
-19.97494, -18.92759, -24.60055, -15.40476
-14.59000, -16.95278, -19.88965, -12.80256
-18.58677, -20.64676, -21.21070, -16.91298
-21.10092, -20.58578, -22.89617, -15.40939
-20.20736, -16.25157, -23.50462, -12.25860
-14.37022, -17.11284, -18.94713, -12.51644
-20.05005, -19.36586, -23.36842, -14.45796
-14.63003, -17.26471, -19.23488, -12.05011
-21.98628, -17.01948, -26.84910, -12.46160
-20.00887, -20.18794, -21.77614, -15.57557
-15.82655, -16.73135, -21.16725, -12.10245
-20.10284, -19.91798, -22.39822, -14.28365
-20.83424, -20.05196, -24.12406, -15.70864
-18.43509, -21.91980, -20.52401, -14.52290
-20.27607, -21.03954, -22.09202, -15.81116
-15.49154, -17.74605, -20.62497, -13.28264
-19.28607, -19.88785, -21.59186, -15.27488
-14.89744, -17.16017, -19.71808, -12.19110
-17.07935, -22.15056, -19.09648, -15.46523
-16.04435, -21.82983, -18.27287, -15.43663
-17.26728, -21.36130, -19.63587, -14.35448
-17.30047, -21.91466, -19.96526, -14.93581
-21.76014, -19.85079, -22.83120, -15.05261
-20.09316, -16.21038, -24.21968, -13.29515
-18.01932, -21.96979, -19.74983, -15.26921
-18.27076, -20.50504, -19.63027, -14.39829
-20.77522, -16.93505, -21.36699, -11.98360
-17.37079, -20.92369, -19.33787, -14.22583
-15.11446, -18.55354, -19.43427, -13.08500
-14.60156, -17.36279, -19.05463, -12.61497
-14.11300, -16.94456, -19.18192, -13.02658
-17.85630, -22.02799, -20.35086, -14.98357
-17.81938, -21.12555, -20.09036, -14.82558
-17.22776, -22.89081, -19.18112, -15.71274
-19.91483, -19.54489, -22.34638, -14.36717
-21.02983, -22.80331, -23.68112, -17.96049
-17.90952, -18.12594, -20.00429, -15.55666
-18.78637, -19.99703, -22.35862, -15.79293
-20.30025, -21.17304, -22.58370, -16.57110
-17.42710, -20.75141, -19.10601, -14.26143
-13.90960, -16.64037, -19.05239, -12.40892
-17.76932, -21.00996, -20.41887, -14.70528
-14.62813, -18.30968, -19.04827, -13.03259
-19.92435, -16.60183, -20.53965, -11.68542
-14.48254, -16.80946, -19.12521, -11.65327
-21.55490, -18.11233, -23.95646, -13.22124
-17.60870, -21.18757, -19.33773, -15.44689
-15.92037, -18.19843, -20.41752, -12.89472
-19.44833, -19.87741, -21.86565, -15.21836
-20.12528, -19.87663, -22.77825, -15.01959
-18.48083, -17.15693, -22.13462, -12.45351
-16.70854, -22.27166, -19.66490, -15.48133
-15.02503, -17.68651, -19.83941, -12.86146
-15.24712, -17.14976, -20.26115, -12.55788
-20.37983, -19.69519, -21.76979, -15.48779
-19.71540, -20.46021, -23.39224, -15.33590
-15.32279, -17.44145, -20.28325, -12.66276
-20.13053, -20.57757, -21.25876, -15.85884
-19.36862, -20.79108, -21.94061, -15.15727
-15.64890, -22.15469, -18.20251, -15.49798
-20.21308, -16.89451, -22.89044, -12.21644
-20.26604, -16.55627, -24.97405, -12.19596
-20.59854, -20.36691, -23.49197, -15.66415
-18.88638, -20.25746, -22.43721, -15.58668
-15.39309, -16.74216, -20.62401, -12.43740
-20.71727, -17.97981, -21.49185, -13.68727
-19.03042, -20.19419, -21.01162, -15.27048
-17.25229, -20.85300, -18.33734, -15.28950
