,Theta,Phi,Accuracy
0,0.0,0.0,56.75
1,0.0,0.025,56.865
2,0.0,0.05,56.2225
3,0.0,0.07500000000000001,54.585
4,0.0,0.1,52.99
5,0.0,0.125,50.38
6,0.0,0.15000000000000002,48.935
7,0.0,0.17500000000000002,46.8825
8,0.0,0.2,43.48
9,0.0,0.225,43.15
10,0.0,0.25,39.585
11,0.0,0.275,36.86
12,0.0,0.30000000000000004,33.16
13,0.0,0.325,32.8675
14,0.0,0.35000000000000003,34.555
15,0.0,0.375,30.325
16,0.0,0.4,29.4275
17,0.0,0.42500000000000004,29.4175
18,0.0,0.45,26.5
19,0.0,0.47500000000000003,27.2575
20,0.0,0.5,24.94
21,0.0,0.525,24.35
22,0.0,0.55,22.13
23,0.0,0.5750000000000001,22.3975
24,0.0,0.6000000000000001,21.245
25,0.0,0.625,21.26
26,0.0,0.65,20.2775
27,0.0,0.675,19.2025
28,0.0,0.7000000000000001,18.4625
29,0.0,0.7250000000000001,19.0275
30,0.0,0.75,17.1325
31,0.0,0.775,17.4175
32,0.0,0.8,16.6675
33,0.0,0.8250000000000001,14.9675
34,0.0,0.8500000000000001,16.6325
35,0.0,0.875,14.5325
36,0.0,0.9,15.9725
37,0.0,0.925,14.5475
38,0.0,0.9500000000000001,13.37
39,0.0,0.9750000000000001,14.365
40,0.0,1.0,12.8675
41,0.025,0.0,56.865
42,0.025,0.025,56.725
43,0.025,0.05,56.635
44,0.025,0.07500000000000001,55.4375
45,0.025,0.1,52.4525
46,0.025,0.125,49.9725
47,0.025,0.15000000000000002,48.0525
48,0.025,0.17500000000000002,47.3025
49,0.025,0.2,43.305
50,0.025,0.225,41.84
51,0.025,0.25,38.81
52,0.025,0.275,37.975
53,0.025,0.30000000000000004,34.09
54,0.025,0.325,34.81
55,0.025,0.35000000000000003,31.5775
56,0.025,0.375,31.33
57,0.025,0.4,28.6925
58,0.025,0.42500000000000004,26.9925
59,0.025,0.45,26.9775
60,0.025,0.47500000000000003,25.1275
61,0.025,0.5,25.7475
62,0.025,0.525,23.84
63,0.025,0.55,21.1425
64,0.025,0.5750000000000001,22.31
65,0.025,0.6000000000000001,20.7975
66,0.025,0.625,20.795
67,0.025,0.65,19.435
68,0.025,0.675,19.1325
69,0.025,0.7000000000000001,16.68
70,0.025,0.7250000000000001,16.935
71,0.025,0.75,17.3325
72,0.025,0.775,14.7725
73,0.025,0.8,17.035
74,0.025,0.8250000000000001,15.44
75,0.025,0.8500000000000001,16.5025
76,0.025,0.875,15.225
77,0.025,0.9,14.2725
78,0.025,0.925,12.7775
79,0.025,0.9500000000000001,13.7325
80,0.025,0.9750000000000001,13.07
81,0.025,1.0,13.565
82,0.05,0.0,56.7475
83,0.05,0.025,55.7275
84,0.05,0.05,55.79
85,0.05,0.07500000000000001,55.0775
86,0.05,0.1,50.4975
87,0.05,0.125,49.1475
88,0.05,0.15000000000000002,47.81
89,0.05,0.17500000000000002,44.9175
