,Theta,Phi,Accuracy
159,0.07500000000000001,0.9,15.9175
160,0.07500000000000001,0.925,16.5625
161,0.07500000000000001,0.9500000000000001,14.94
162,0.07500000000000001,0.9750000000000001,15.64
163,0.07500000000000001,1.0,14.91
164,0.1,0.0,92.99
165,0.1,0.025,91.35
166,0.1,0.05,89.815
167,0.1,0.07500000000000001,88.195
168,0.1,0.1,82.0425
169,0.1,0.125,76.8525
170,0.1,0.15000000000000002,70.51
171,0.1,0.17500000000000002,61.9175
172,0.1,0.2,58.6
173,0.1,0.225,51.7675
174,0.1,0.25,49.645
175,0.1,0.275,44.385
176,0.1,0.30000000000000004,44.295
177,0.1,0.325,37.6075
178,0.1,0.35000000000000003,36.945
179,0.1,0.375,32.61
180,0.1,0.4,31.8475
181,0.1,0.42500000000000004,29.76
182,0.1,0.45,27.485
183,0.1,0.47500000000000003,25.48
184,0.1,0.5,27.0275
185,0.1,0.525,25.5375
186,0.1,0.55,21.825
187,0.1,0.5750000000000001,22.8575
188,0.1,0.6000000000000001,20.6375
189,0.1,0.625,21.805
190,0.1,0.65,20.7775
191,0.1,0.675,19.24
192,0.1,0.7000000000000001,20.365
193,0.1,0.7250000000000001,16.515
194,0.1,0.75,17.1225
195,0.1,0.775,16.1675
196,0.1,0.8,15.985
197,0.1,0.8250000000000001,15.8075
198,0.1,0.8500000000000001,15.9425
199,0.1,0.875,14.275
200,0.1,0.9,14.8275
201,0.1,0.925,14.7275
202,0.1,0.9500000000000001,14.0075
203,0.1,0.9750000000000001,13.71
204,0.1,1.0,14.0325
205,0.125,0.0,88.5275
206,0.125,0.025,89.35
207,0.125,0.05,85.02
208,0.125,0.07500000000000001,84.845
209,0.125,0.1,77.71
210,0.125,0.125,77.625
211,0.125,0.15000000000000002,67.625
212,0.125,0.17500000000000002,64.5975
213,0.125,0.2,62.0475
214,0.125,0.225,54.17
215,0.125,0.25,47.2925
216,0.125,0.275,42.45
217,0.125,0.30000000000000004,43.205
218,0.125,0.325,41.2325
219,0.125,0.35000000000000003,36.4375
220,0.125,0.375,30.83
221,0.125,0.4,33.325
222,0.125,0.42500000000000004,30.615
223,0.125,0.45,30.875
224,0.125,0.47500000000000003,25.1
225,0.125,0.5,24.525
226,0.125,0.525,25.355
227,0.125,0.55,24.195
228,0.125,0.5750000000000001,21.7475
229,0.125,0.6000000000000001,22.0425
230,0.125,0.625,20.4675
231,0.125,0.65,17.505
232,0.125,0.675,18.5425
233,0.125,0.7000000000000001,19.5375
234,0.125,0.7250000000000001,19.3075
235,0.125,0.75,15.885
236,0.125,0.775,17.7475
237,0.125,0.8,17.6025
238,0.125,0.8250000000000001,14.5575
239,0.125,0.8500000000000001,15.44
240,0.125,0.875,18.02
241,0.125,0.9,14.84
242,0.125,0.925,14.83
243,0.125,0.9500000000000001,13.775
244,0.125,0.9750000000000001,12.7075
245,0.125,1.0,14.735
246,0.15000000000000002,0.0,84.665
247,0.15000000000000002,0.025,84.06
248,0.15000000000000002,0.05,83.335
249,0.15000000000000002,0.07500000000000001,80.285
250,0.15000000000000002,0.1,72.84
251,0.15000000000000002,0.125,71.335
252,0.15000000000000002,0.15000000000000002,66.2075
253,0.15000000000000002,0.17500000000000002,63.8675
254,0.15000000000000002,0.2,58.5175
255,0.15000000000000002,0.225,52.15
256,0.15000000000000002,0.25,48.17
257,0.15000000000000002,0.275,42.3725
258,0.15000000000000002,0.30000000000000004,41.3125
259,0.15000000000000002,0.325,38.1
260,0.15000000000000002,0.35000000000000003,39.8375
261,0.15000000000000002,0.375,34.6475
262,0.15000000000000002,0.4,30.5
263,0.15000000000000002,0.42500000000000004,31.39
264,0.15000000000000002,0.45,29.1275
265,0.15000000000000002,0.47500000000000003,25.2025
266,0.15000000000000002,0.5,24.96
267,0.15000000000000002,0.525,23.59
268,0.15000000000000002,0.55,24.7275
269,0.15000000000000002,0.5750000000000001,21.4375
270,0.15000000000000002,0.6000000000000001,19.6875
271,0.15000000000000002,0.625,20.5175
272,0.15000000000000002,0.65,19.0975
273,0.15000000000000002,0.675,20.0975
274,0.15000000000000002,0.7000000000000001,16.8775
275,0.15000000000000002,0.7250000000000001,19.1275
276,0.15000000000000002,0.75,18.7675
277,0.15000000000000002,0.775,17.7075
278,0.15000000000000002,0.8,16.405
279,0.15000000000000002,0.8250000000000001,15.9625
280,0.15000000000000002,0.8500000000000001,15.7525
281,0.15000000000000002,0.875,16.15
282,0.15000000000000002,0.9,14.5725
283,0.15000000000000002,0.925,14.765
284,0.15000000000000002,0.9500000000000001,14.6225
285,0.15000000000000002,0.9750000000000001,13.29
286,0.15000000000000002,1.0,14.82
287,0.17500000000000002,0.0,80.335
288,0.17500000000000002,0.025,82.835
289,0.17500000000000002,0.05,76.285
290,0.17500000000000002,0.07500000000000001,73.87
291,0.17500000000000002,0.1,67.9375
292,0.17500000000000002,0.125,70.7525
293,0.17500000000000002,0.15000000000000002,60.1225
294,0.17500000000000002,0.17500000000000002,56.9225
295,0.17500000000000002,0.2,53.4575
296,0.17500000000000002,0.225,49.67
297,0.17500000000000002,0.25,49.2175
298,0.17500000000000002,0.275,43.13
299,0.17500000000000002,0.30000000000000004,38.2975
300,0.17500000000000002,0.325,34.2975
301,0.17500000000000002,0.35000000000000003,36.7
302,0.17500000000000002,0.375,31.59
303,0.17500000000000002,0.4,30.1625
304,0.17500000000000002,0.42500000000000004,28.22
305,0.17500000000000002,0.45,28.235
306,0.17500000000000002,0.47500000000000003,27.99
307,0.17500000000000002,0.5,24.0825
308,0.17500000000000002,0.525,25.46
309,0.17500000000000002,0.55,23.97
310,0.17500000000000002,0.5750000000000001,22.075
311,0.17500000000000002,0.6000000000000001,22.21
312,0.17500000000000002,0.625,19.325
313,0.17500000000000002,0.65,22.33
314,0.17500000000000002,0.675,19.8225
315,0.17500000000000002,0.7000000000000001,17.8525
316,0.17500000000000002,0.7250000000000001,16.315
317,0.17500000000000002,0.75,17.4175
318,0.17500000000000002,0.775,16.0875
319,0.17500000000000002,0.8,13.5675
320,0.17500000000000002,0.8250000000000001,15.04
321,0.17500000000000002,0.8500000000000001,15.39
322,0.17500000000000002,0.875,15.8675
323,0.17500000000000002,0.9,14.935
324,0.17500000000000002,0.925,12.555
325,0.17500000000000002,0.9500000000000001,14.495
326,0.17500000000000002,0.9750000000000001,14.9625
327,0.17500000000000002,1.0,12.1
