,Losses,Training Accuracy,Validation Accuracy
0,5.444495874818138,12.225,11.625
1,4.749632573610998,14.825,15.25
2,4.313131274569722,18.025,17.375
3,3.9681875710384715,20.65,20.5
4,3.6806067380412335,23.724999999999998,22.0
5,3.4427882563640693,26.525,24.5
6,3.249543224453022,28.775000000000002,27.375
7,3.0987014021478516,30.825000000000003,30.125
8,2.9683855194190447,33.125,33.875
9,2.8595244116771554,35.0,35.875
10,2.765400427624075,36.725,37.75
11,2.68232735200173,38.074999999999996,39.375
12,2.615993109090147,39.2,39.875
13,2.5563536524241606,40.150000000000006,41.125
14,2.502944708568274,40.875,42.0
15,2.455349206211047,41.5,42.625
16,2.4111422240552183,42.225,43.625
17,2.368282522943461,42.575,43.375
18,2.326366264324454,43.125,43.375
19,2.286325774831353,43.55,43.75
20,2.244948901957899,44.05,44.75
21,2.207860254979148,44.625,45.0
22,2.171406165754697,44.95,45.25
23,2.1361967616068878,45.525,45.375
24,2.107670070154486,46.0,46.125
25,2.083055225151584,46.300000000000004,46.75
26,2.061187050751109,46.825,46.875
27,2.04066516456031,47.225,46.875
28,2.0231243793191527,47.475,46.875
29,2.0080718482979623,47.575,46.875
30,1.9923417492821751,48.15,46.625
31,1.979926899406349,48.425000000000004,47.0
32,1.9677944350305947,48.75,47.125
33,1.9544991066348194,49.05,47.625
34,1.9446833449783427,49.25,47.375
35,1.9331745195893577,49.375,47.5
36,1.9240372365943677,49.575,47.75
37,1.9139933181885351,49.975,47.5
38,1.9053083071747876,50.025,47.5
39,1.8984368401209395,50.5,47.125
40,1.8885140638457805,50.5,47.625
41,1.8822916944046042,50.74999999999999,47.5
42,1.874193578687387,50.8,47.875
43,1.8666585415111174,51.24999999999999,48.625
44,1.8598001992275501,51.349999999999994,48.0
45,1.853301548211342,51.275000000000006,48.125
46,1.8467691276136045,51.575,48.625
47,1.8407290758412536,51.849999999999994,48.0
48,1.834833476047112,51.675000000000004,48.5
49,1.8282499465061695,51.925,48.75
50,1.8217546741018535,52.075,48.5
51,1.8146548181838746,52.15,49.25
52,1.8068863661403052,52.525,49.125
53,1.8000821161959148,52.65,49.375
54,1.7914522449942463,53.0,49.0
55,1.7833384255812708,53.05,48.5
56,1.7715815351295212,53.175,48.625
57,1.759955413977592,53.300000000000004,50.125
58,1.7447489782254164,53.925,50.125
59,1.7290296881221168,54.37499999999999,51.125
60,1.7108100930625796,55.15,51.87500000000001
61,1.693242755344632,55.325,52.5
62,1.6766323456518952,55.225,52.87500000000001
63,1.6626086313074822,55.875,52.87500000000001
64,1.6509738000640282,56.15,53.625
65,1.639423183279014,56.025000000000006,54.125
66,1.6330429848648513,56.49999999999999,54.50000000000001
67,1.6245805338245383,56.85,55.00000000000001
68,1.619418781838651,56.95,55.375
69,1.6139227413109711,56.95,55.875
70,1.6088400528809383,57.074999999999996,55.625
71,1.6044195848065999,57.325,55.75
72,1.6009788427704765,57.425000000000004,55.25
73,1.5979938699826237,57.425000000000004,55.50000000000001
74,1.5950195465108465,57.275,55.25
75,1.591479995380659,57.275,55.50000000000001
76,1.589961298687399,57.225,55.50000000000001
77,1.5869514281125945,57.35,55.875
78,1.5843303595232228,56.99999999999999,55.625
79,1.5827171353608342,57.199999999999996,56.25
80,1.5798980143489287,57.074999999999996,56.49999999999999
81,1.5771628874824173,57.199999999999996,56.75
82,1.5753554942166315,57.199999999999996,56.625
83,1.5734972552371018,57.25,56.125
84,1.5718571348994772,57.25,56.99999999999999
85,1.5702022287877788,57.099999999999994,56.125
86,1.5678002524092034,57.074999999999996,55.75
87,1.5652955168703018,57.275,56.875
88,1.5635240370311976,57.3,57.125
89,1.5610116461259174,57.25,56.625
90,1.5601090818907195,57.175,56.125
91,1.5587913981979529,57.3,56.49999999999999
92,1.5563440969691973,57.25,56.75
93,1.5547379519588898,57.15,56.75
94,1.5520096594847277,57.425000000000004,56.875
95,1.5505129740024035,57.35,56.875
96,1.5490670252380867,57.49999999999999,56.25
97,1.546777838299477,57.49999999999999,56.875
98,1.5443027539018441,57.525000000000006,57.125
99,1.5422018332561382,57.49999999999999,56.875
100,1.5407192284902778,57.65,57.125
101,1.5384771271616682,57.525000000000006,56.875
102,1.5366433533556447,57.550000000000004,57.25
103,1.5347852414841057,57.65,57.25
104,1.5335975889916813,57.8,57.125
105,1.5327771500748406,57.725,56.49999999999999
106,1.529570589231851,57.99999999999999,57.25
107,1.5275987556675994,57.8,57.25
108,1.5255296652608499,57.9,57.25
109,1.522971438955449,57.925000000000004,57.125
110,1.52235846182355,58.025000000000006,57.25
111,1.521238180515127,58.099999999999994,57.25
112,1.517286873975312,58.099999999999994,57.125
113,1.5158773846006983,58.099999999999994,56.99999999999999
114,1.5141616892400134,58.25,57.375
115,1.5123170025495942,58.225,57.75
116,1.509716458298595,58.099999999999994,57.75
117,1.5074832702211935,58.3,57.62500000000001
118,1.5055671223626634,58.275,57.25
119,1.5026921171330323,58.3,57.62500000000001
120,1.5007898525829015,58.4,57.75
121,1.4989722906711562,58.275,57.99999999999999
122,1.4959715511053928,58.525000000000006,58.375
123,1.4945730953788965,58.475,58.25
124,1.4925822590893154,58.75,58.62500000000001
125,1.4899691174660687,58.8,58.375
126,1.489622479325256,58.550000000000004,58.375
127,1.4854313043399554,58.825,58.75
128,1.4844483228242753,59.075,58.75
129,1.4816235344770703,59.025000000000006,58.75
130,1.4816259220488488,59.199999999999996,58.5
131,1.477018477308661,58.85,58.5
132,1.4741279453860385,59.325,59.12500000000001
133,1.4721558752483437,59.4,58.875
