,Losses,Training Accuracy,Validation Accuracy
0,4.837186168636915,16.775000000000002,16.875
1,4.288187153511863,22.925,22.5
2,3.9948691735475936,26.125,24.75
3,3.790916446329429,27.450000000000003,25.5
4,3.6340007868989312,28.749999999999996,27.0
5,3.489497717631284,29.45,27.375
6,3.3631160549306887,30.2,27.250000000000004
7,3.2439768404968445,31.324999999999996,27.875
8,3.119660195260075,32.824999999999996,28.625
9,2.9845311107660404,33.75,30.625000000000004
10,2.845162717675223,35.199999999999996,32.0
11,2.7113042343174705,36.65,33.375
12,2.59158640690248,38.324999999999996,34.75
13,2.49542601540552,39.225,36.875
14,2.4117884417679294,40.699999999999996,38.375
15,2.336232410917429,41.925000000000004,40.125
16,2.266906238475879,43.375,41.625
17,2.204131383151105,44.85,42.875
18,2.1498675894645225,45.975,43.75
19,2.1022348180960027,47.225,44.75
20,2.0627500491862634,47.9,45.625
21,2.0302413907851906,48.525,46.125
22,2.0040845825773372,48.8,46.125
23,1.9834281509538925,49.225,46.5
24,1.9644200783309904,49.75,47.0
25,1.9464401097908228,50.324999999999996,47.0
26,1.9304097911208815,50.575,47.625
27,1.9148349865867342,51.275000000000006,47.875
28,1.89813910842449,51.4,48.25
29,1.8829425681264056,51.675000000000004,48.375
30,1.8699156035836404,51.9,48.875
31,1.8563830793844065,52.025,49.125
32,1.8428212618058264,52.7,49.75
33,1.8295787226659581,52.925,49.625
34,1.8171784455630702,53.300000000000004,50.125
35,1.8042522051401286,53.349999999999994,50.125
36,1.7928256067397133,53.525,50.375
37,1.7819768054043053,53.925,50.625
38,1.7699184921767595,54.2,51.125
39,1.7594935191659407,54.525,51.625
40,1.750047307662242,54.449999999999996,52.125
41,1.741355324348011,55.00000000000001,52.125
42,1.7312792958435552,55.25,52.5
43,1.720929962591208,55.175,52.87500000000001
44,1.7101816380899815,55.55,53.0
45,1.7019064697498616,55.725,53.37499999999999
46,1.6933160782105452,55.974999999999994,53.75
47,1.6854798993295625,55.974999999999994,53.75
48,1.6795899074042335,56.175,54.0
49,1.6712668611952044,56.375,54.0
50,1.6644921724426873,56.35,53.75
51,1.6589164364486741,56.45,54.25
52,1.6521383468669124,56.8,53.75
53,1.6481064079738277,56.89999999999999,54.75
54,1.6416390842577049,56.85,55.125
55,1.6379669466044657,56.725,55.375
56,1.63331958845141,56.925000000000004,55.50000000000001
57,1.6283003802575073,57.05,56.25
58,1.6240498423510021,57.074999999999996,56.125
59,1.620506512527451,57.225,56.25
60,1.617060644668876,57.325,56.00000000000001
61,1.611573879995188,57.375,56.25
62,1.608002958143972,57.62500000000001,56.25
63,1.6049497246900004,57.75,56.125
64,1.6008818188396003,57.875,56.125
65,1.5968292910141326,58.074999999999996,56.375
