,Mesh,Test Number,0.0,0.05,0.1,0.15000000000000002,0.2,0.25,0.30000000000000004,0.35000000000000003,0.4,0.45,0.5,0.55,0.6000000000000001,0.65,0.7000000000000001,0.75,0.8,0.8500000000000001,0.9,0.9500000000000001,1.0,1.05,1.1,1.1500000000000001,1.2000000000000002,1.25,1.3,1.35,1.4000000000000001,1.4500000000000002,1.5,1.55,1.6,1.6500000000000001,1.7000000000000002,1.75,1.8,1.85,1.9000000000000001,1.9500000000000002,2.0,2.0500000000000003,2.1,2.15,2.2,2.25,2.3000000000000003,2.35,2.4000000000000004,2.45,2.5
0,Diamond,1,65.25,63.0525,61.9825,61.185,59.3375,57.4,55.7925,53.985,52.475,49.3675,48.13,44.9975,44.2475,42.8775,40.2875,39.035,38.5675,37.0675,36.09,34.9175,33.445,33.38,32.365,31.6775,31.58,30.375,29.285,29.375,28.34,28.075,27.1925,27.4375,26.77,26.0375,25.9675,25.085,25.245,25.5125,25.05,24.3375,23.4025,24.225,23.575,23.335,22.815,22.61,22.7475,22.2175,22.475,21.555,21.07
1,Diamond,2,63.375,63.135,62.735,62.04,60.69,59.5525,57.015,54.6675,52.66,49.76,48.0925,46.185,44.5075,41.28,39.6825,37.4575,36.195,34.1575,32.8075,31.67,29.78,28.3375,27.3,26.0125,25.9175,25.9275,23.4525,24.525,23.0175,22.3525,22.57,22.785,21.505,22.01,20.99,21.06,20.6025,20.895,20.83,20.715,20.525,19.82,19.7925,20.035,18.94,19.95,19.1075,19.395,18.7675,19.2325,19.14
2,Diamond,3,67.25,66.5025,65.3925,64.405,62.895,61.445,59.7,57.4125,55.2375,53.46,50.6,49.3075,46.8375,44.4925,42.69,41.8025,39.405,38.1625,37.4575,35.39,34.9475,33.9975,33.155,31.38,30.8,30.535,30.02,29.44,28.29,27.29,27.48,27.4025,26.555,25.7575,25.9075,24.93,24.9975,25.3475,24.8775,24.5425,23.925,23.745,23.63,23.385,23.45,23.535,22.6875,21.625,22.1625,21.905,21.4125
3,Diamond,4,63.87500000000001,62.8575,62.6325,61.985,60.755,59.08,57.4275,55.6525,53.165,51.5875,49.1125,46.78,44.7625,43.0525,40.2375,38.9975,37.45,36.43,35.305,34.1,33.8725,32.7925,31.3575,31.12,29.8825,28.835,28.965,27.2,26.965,26.2975,25.68,25.2125,25.1975,23.485,23.5275,23.155,23.125,21.91,22.2275,21.76,21.3825,21.3275,20.6675,20.105,20.365,19.27,20.45,19.53,19.115,19.135,17.975
4,Diamond,5,61.375,60.325,59.555,58.85,57.4325,55.685,53.855,51.6425,49.7775,48.4125,46.2075,44.2325,42.3275,39.4375,37.4325,35.6125,34.4775,32.2625,31.305,28.18,29.5025,26.785,25.1925,25.1575,23.4925,23.5375,23.105,21.605,21.3375,20.615,20.5225,18.3075,18.835,18.4975,17.66,17.35,17.425,17.115,16.725,15.7975,15.985,15.47,15.4025,14.815,14.725,14.93,13.7475,14.2325,14.305,13.865,13.7725
5,Diamond,6,63.87500000000001,63.325,62.23,60.8825,59.42,57.5025,55.5825,54.005,52.385,50.75,48.1375,46.11,44.7325,43.9075,42.12,39.63,39.3675,36.7125,36.09,34.405,33.615,31.1875,30.98,29.2825,28.69,28.655,27.9625,26.8475,25.075,25.4125,24.62,23.5025,23.3975,22.9425,22.87,22.07,21.84,20.975,21.2125,20.4125,19.8025,19.63,19.745,20.445,19.3025,18.9875,18.835,18.175,18.4875,17.7875,18.24
6,Diamond,7,58.75,58.625,58.3175,57.19,55.4975,54.0675,52.4925,50.59,49.2075,46.6925,46.29,43.9525,42.46,41.0725,39.6775,37.0325,35.4475,33.6375,32.9775,32.29,30.3175,29.27,27.5225,27.1475,27.0475,26.4275,24.9575,23.6775,23.825,23.9875,23.3275,22.33,21.475,21.095,21.05,20.285,20.175,20.24,19.9025,19.4625,19.3325,18.8825,18.4625,17.485,17.7275,18.2675,17.48,17.3875,17.4625,16.9025,16.525
7,Diamond,8,63.625,62.5925,61.755,60.5675,59.2325,58.2475,57.17,56.0975,55.1925,54.2375,52.4325,51.0625,49.595,48.2475,46.265,45.455,44.445,42.205,42.0525,39.675,39.9325,37.86,37.6075,35.14,34.365,33.2,33.0575,31.8025,30.795,30.2225,29.21,28.5525,28.0125,27.37,26.8025,25.7,25.58,25.0675,24.565,23.6375,23.3125,22.3975,22.1025,21.7175,21.5725,21.485,20.9475,20.99,20.9175,19.6075,19.925
8,Diamond,9,60.0,59.0075,57.7825,57.015,56.3175,54.6575,53.2725,50.76,49.21,47.7825,46.1325,43.995,42.7675,40.4525,39.31,37.86,37.3975,34.895,32.99,31.4475,31.985,31.225,29.4625,28.0475,27.525,27.4875,25.7725,25.56,24.515,24.35,23.645,24.1725,22.4525,22.3825,21.74,21.0575,21.4575,20.3375,19.9475,18.705,19.0975,19.0875,18.91,18.2975,17.905,17.765,17.5525,17.4675,17.445,17.4075,16.39
9,Diamond,10,62.25000000000001,61.1425,60.17,58.8575,57.7525,56.7425,55.08,53.2025,51.15,49.065,46.77,44.3625,43.855,41.525,39.35,37.5775,36.275,35.0025,33.23,31.895,30.9025,29.335,28.855,28.3175,26.0475,26.1475,25.415,24.1625,22.7425,23.5825,22.68,21.8975,20.8375,21.15,20.425,20.1025,19.1,18.62,18.84,18.7825,17.745,18.165,17.82,17.4025,17.44,17.0525,16.345,16.39,16.2125,16.4425,15.8475
10,Diamond,11,63.625,62.735,62.425,61.2575,60.15,58.8325,57.5675,55.865,53.745,51.4775,49.8775,48.5825,44.235,43.175,40.9025,40.08,37.18,34.9475,34.575,32.2075,30.8625,30.005,27.795,26.24,26.1075,25.46,24.14,23.025,23.09,21.9875,20.525,20.535,19.5325,20.01,19.6125,18.73,18.94,17.7975,17.055,17.44,17.085,16.8,16.2525,16.39,16.085,15.9275,15.565,14.9925,15.3075,15.1825,14.5125
11,Diamond,12,58.875,58.15,56.6775,55.04,53.12,50.4525,48.3675,45.585,43.62,40.975,38.2425,36.09,35.055,31.6825,30.1475,29.04,28.4975,26.955,24.8175,24.6325,24.0775,22.7225,22.22,21.4425,20.4875,19.65,19.7525,19.1575,18.55,18.25,17.77,17.4,17.265,16.7475,16.5075,16.22,15.765,15.44,15.2325,14.8925,15.08,14.72,14.9125,14.2775,14.315,13.8525,13.835,13.8,13.56,13.565,13.4475
12,Diamond,13,62.125,61.21,60.79,59.6125,58.4925,57.0775,55.6375,53.7875,50.9525,50.505,48.66,45.8375,44.7,42.5875,41.4325,39.1425,38.275,38.135,35.99,34.89,33.4725,32.465,31.69,30.0175,29.735,28.885,27.925,26.4625,26.6075,25.3425,24.7625,24.52,22.955,22.845,23.19,22.3575,21.86,21.675,20.545,19.65,19.8075,19.39,19.66,19.1975,18.4525,17.605,17.97,17.5875,17.045,16.7625,17.6675
13,Diamond,14,56.75,54.715,53.315,52.0525,50.6025,48.625,46.89,44.45,42.0875,40.69,37.785,35.2725,33.3775,31.955,30.5075,28.38,26.945,26.0425,24.5,23.05,22.575,21.3675,21.2125,20.5825,19.9275,18.83,18.185,17.0325,17.615,16.5225,16.6025,15.8975,15.48,14.48,14.9325,14.6275,13.52,13.695,13.14,12.8425,12.34,13.0625,13.2075,12.6475,12.155,11.87,11.58,11.8975,11.6525,11.2325,10.9875
14,Diamond,15,63.74999999999999,63.345,62.155,60.9825,59.06,56.6875,54.615,51.7775,49.47,46.85,43.665,42.4775,40.685,38.395,38.015,35.51,33.6225,33.03,31.5975,30.93,30.125,28.8675,27.8375,27.91,27.3175,26.835,26.435,25.1,24.7575,24.0675,23.57,22.7775,22.625,21.7575,21.0975,21.2475,21.81,20.365,20.405,20.1275,19.055,19.3025,18.96,18.36,17.8825,17.6575,17.455,16.9925,17.64,16.595,16.565
15,Diamond,16,59.25,58.7575,58.2325,57.4025,56.7825,55.29,54.5025,52.9625,51.1775,49.49,47.3125,46.1,43.94,41.66,40.57,38.42,36.1275,36.4575,32.5925,33.0825,31.6625,29.275,28.0775,27.5975,25.705,25.93,24.4425,23.525,22.75,22.345,22.4075,20.58,20.62,19.765,19.785,18.835,18.465,18.6125,17.625,17.525,17.3375,16.6925,16.6425,16.53,16.11,15.89,15.7975,15.205,15.28,14.835,14.88
16,Diamond,17,62.25000000000001,61.935,61.1575,60.625,59.535,58.6,57.54,56.4825,54.69,53.8775,52.37,51.55,49.6825,46.965,46.27,43.7225,42.825,41.5175,39.735,37.8425,37.7725,35.7925,34.4125,31.84,31.9125,29.3825,28.545,28.65,28.385,26.0975,25.57,24.77,23.9425,24.5075,22.2325,21.97,21.4825,20.39,20.3925,20.0775,20.1575,19.3475,18.11,18.9,18.175,17.7125,17.405,17.095,17.1525,16.4825,16.8
17,Diamond,18,65.875,65.625,64.5875,62.895,61.4325,60.0025,57.615,55.595,53.1425,50.53,48.92,46.2375,43.335,42.9725,40.005,37.9,35.6425,34.6725,33.4725,31.2425,31.28,29.625,27.61,27.1525,27.5475,25.4275,25.335,24.4725,23.1325,23.0875,22.6325,22.49,22.1375,20.595,19.9675,19.255,18.585,18.6225,17.8425,17.4725,17.72,17.1325,16.085,16.585,15.8225,15.4825,15.3425,14.885,14.6875,15.1575,14.975
18,Diamond,19,62.875,62.4475,62.1275,61.85,61.005,60.0725,58.64,57.0975,54.74,52.535,50.9475,49.595,47.755,46.4475,45.0,42.1925,42.08,41.64,38.8975,37.175,37.55,35.8075,34.9325,34.415,33.37,32.125,32.3775,31.3775,30.385,29.84,29.815,29.25,28.99,28.005,27.59,27.3975,26.6775,26.88,26.4375,26.3025,25.2325,24.495,23.9,24.535,23.4225,23.295,23.1725,22.4675,23.29,21.8075,22.2875
19,Diamond,20,61.25000000000001,61.5075,60.41,59.68,58.0275,56.6275,54.54,52.2025,50.4525,47.1225,44.8175,43.1825,40.2375,38.005,37.5925,35.505,34.93,32.175,31.505,31.3725,30.105,29.295,27.7425,26.9675,26.825,25.7325,25.065,24.3875,24.585,23.655,23.575,23.1725,22.8325,22.365,21.6925,21.9525,20.4425,21.315,20.9825,20.1175,20.0,19.9425,19.925,19.6475,19.175,19.34,18.6,18.99,18.6575,18.315,18.555
20,Diamond,21,63.625,62.7025,62.3375,61.5275,60.0375,58.7075,57.1125,55.5975,54.22,53.2325,51.275,49.585,47.305,47.1525,45.78,43.7525,42.3375,39.54,38.15,37.3225,36.085,35.5175,34.0125,31.8475,30.505,29.9325,28.7225,29.27,27.735,27.03,25.7775,25.065,24.7275,24.385,23.7525,22.8875,22.485,22.265,21.5575,21.205,20.7525,21.11,20.8825,20.49,20.4875,19.6375,19.695,19.62,19.535,19.075,18.85
21,Diamond,22,63.125,63.34,62.73,61.435,60.1725,57.77,56.15,53.6175,51.16,48.9525,46.105,44.8775,41.925,40.2275,38.7325,37.04,35.71,33.7075,32.8175,32.28,31.2075,29.6575,29.61,28.3975,26.945,26.4475,25.56,24.4325,24.57,24.7475,22.9475,22.605,22.7725,21.9125,21.425,20.945,20.7025,19.6925,19.6625,19.3375,19.8,19.12,18.6675,19.0225,18.38,17.8175,17.265,17.185,17.6,17.015,16.87
22,Diamond,23,62.5,61.815,60.73,59.6625,58.525,57.8125,56.5425,54.6375,52.92,50.75,48.22,48.0325,44.0875,43.48,40.3675,39.115,37.87,37.09,35.75,34.305,32.99,32.935,31.73,30.42,29.7625,29.68,29.6875,29.2675,28.0375,27.0275,26.8025,26.865,26.15,25.605,25.2625,24.605,25.475,24.1875,23.6625,23.3275,23.445,23.3425,21.5225,22.805,21.555,21.4675,21.2,20.51,20.1125,20.8525,21.1375
23,Diamond,24,59.875,59.0975,58.7875,58.1,56.6,55.1275,52.7775,50.8075,47.795,46.7775,44.11,42.14,38.8075,36.405,36.0675,34.0375,31.245,30.55,28.6325,27.645,25.785,26.0425,24.3125,23.7375,22.08,22.4325,21.7175,20.8275,20.45,19.8625,18.635,18.2525,19.005,18.1925,18.0875,17.4625,17.735,17.3025,17.24,17.085,16.8325,16.4425,16.0775,16.61,16.45,16.0175,15.8225,15.7675,16.0675,15.885,15.2175
24,Diamond,25,62.5,61.4925,60.7175,60.01,59.2825,57.605,56.1225,54.495,52.5525,49.875,48.3425,46.615,45.3075,43.695,40.95,38.9625,36.04,36.1975,34.16,33.665,32.2825,30.9725,29.7525,28.805,28.865,27.6175,26.685,26.8425,25.405,25.5,24.935,23.7075,23.6725,22.7,22.2025,22.8575,22.0225,21.89,21.91,20.6425,21.205,21.5525,20.1,19.6075,19.715,19.5425,19.5075,19.205,19.3125,18.49,18.62
25,Diamond,26,60.875,61.2075,59.7775,58.555,57.4,56.16,54.615,52.97,51.17,48.49,45.5825,43.5275,41.84,40.285,37.145,35.545,34.195,33.8,32.4875,30.645,29.245,28.9575,27.935,26.635,26.4725,25.7825,24.3225,24.0975,23.445,21.9375,21.3725,21.8125,21.39,20.5725,20.705,19.4175,19.035,19.6025,18.875,18.195,18.1075,18.06,17.6875,17.3375,17.2525,16.58,16.5775,16.5025,16.015,16.1575,16.44
26,Diamond,27,57.49999999999999,55.615,54.93,53.43,51.7925,50.365,48.095,46.69,44.6775,41.795,41.0675,38.0525,36.4725,33.595,32.1,30.9225,29.2325,28.3075,26.0425,25.8975,23.79,23.9875,22.2125,21.955,21.6125,20.535,20.075,18.9175,18.5875,17.9875,16.8175,17.2375,16.65,16.065,15.5425,15.3775,15.7775,15.3525,15.0125,14.755,14.4,14.3225,13.5475,14.0725,13.8075,13.6175,13.0675,13.6575,13.285,13.1725,12.875
