,Mesh,Test Number,0.0,0.05,0.1,0.15000000000000002,0.2,0.25,0.30000000000000004,0.35000000000000003,0.4,0.45,0.5,0.55,0.6000000000000001,0.65,0.7000000000000001,0.75,0.8,0.8500000000000001,0.9,0.9500000000000001,1.0,1.05,1.1,1.1500000000000001,1.2000000000000002,1.25,1.3,1.35,1.4000000000000001,1.4500000000000002,1.5,1.55,1.6,1.6500000000000001,1.7000000000000002,1.75,1.8,1.85,1.9000000000000001,1.9500000000000002,2.0,2.0500000000000003,2.1,2.15,2.2,2.25,2.3000000000000003,2.35,2.4000000000000004,2.45,2.5
100,Clements,1,60.0,59.8375,59.56,59.275,59.04,58.785,58.45,57.9675,57.33,56.85,56.545,55.6175,55.08,54.165,53.7025,51.6575,51.2975,51.1525,49.255,48.02,46.23,46.6675,44.9625,43.045,41.395,41.8425,39.32,39.285,38.0425,36.7025,35.71,34.385,33.4375,34.585,30.595,31.575,30.32,30.5825,29.8825,29.8375,28.155,27.545,25.77,25.585,26.6725,25.3,24.425,24.43,23.7475,23.0175,22.27
101,Clements,2,56.49999999999999,56.42,55.9625,55.695,55.1725,54.395,53.985,52.7325,50.8025,50.775,48.2875,47.225,45.955,44.495,42.7375,42.6225,40.585,39.54,37.2425,37.41,36.26,34.595,33.1,33.1225,31.3525,30.7375,29.51,29.3625,28.215,27.4725,26.175,26.285,25.1225,26.8,24.7625,24.505,23.2425,23.075,22.9825,22.1875,21.8375,21.57,21.3475,20.5575,20.0725,20.2525,20.645,19.2975,18.565,17.945,18.155
102,Clements,3,59.12500000000001,58.8075,58.6625,58.615,58.0225,57.6225,56.7875,56.3825,55.2975,54.8325,53.7025,53.8375,52.22,51.77,50.245,50.5225,49.19,47.695,48.5375,46.77,45.875,44.97,44.645,42.78,42.845,41.91,40.65,40.2575,39.0525,38.73,37.6175,37.0225,36.385,35.7425,34.4125,34.4525,32.1525,32.175,32.3975,31.3225,31.1475,29.6425,31.1325,30.165,29.025,29.7225,27.92,27.8425,27.895,26.7075,27.0775
103,Clements,4,61.0,60.5725,60.7925,60.4425,60.4075,59.7075,59.645,58.8025,58.1525,57.73,56.715,56.37,56.1025,55.7675,54.8725,53.2225,52.575,52.1875,50.75,50.1625,49.6175,49.675,48.7625,47.465,46.0875,46.055,46.085,46.0825,44.34,43.7425,42.9825,41.8925,40.465,39.525,39.585,40.0775,38.33,36.4125,34.36,35.73,36.2675,34.345,34.8375,32.5075,32.03,32.055,30.6975,31.0275,29.4425,29.6675,28.5575
104,Clements,5,60.5,60.28,59.6775,59.435,58.6675,57.92,57.1775,56.15,55.56,54.4675,53.6425,51.86,51.2675,49.7875,48.235,47.08,47.02,45.575,43.7775,43.6075,43.915,42.25,41.375,40.215,38.335,38.8425,38.68,36.6125,37.2025,36.3725,35.285,34.31,34.745,33.815,33.375,33.67,32.5825,31.8475,31.165,30.745,30.63,30.8875,30.075,29.3875,29.205,29.1675,28.2325,28.415,27.7575,27.94,27.865
105,Clements,6,57.25,57.085,56.77,56.6,56.2775,55.8925,55.7825,55.4375,55.17,54.6825,54.2175,53.9875,53.1325,52.66,52.2,51.565,50.7975,50.4075,49.7175,50.0075,48.7125,47.7325,48.0625,47.1425,45.51,45.845,44.2175,44.455,43.1225,42.2775,41.185,40.9725,39.46,40.93,38.9725,37.7925,38.2875,37.1975,35.6925,35.3425,35.485,34.6025,35.32,33.6,33.11,33.775,32.275,31.89,31.295,30.7225,30.7275
106,Clements,7,61.5,60.9775,61.2475,61.055,61.05,60.74,60.2275,59.9525,59.29,58.4975,58.0025,57.4825,56.835,56.215,54.5125,53.9775,52.97,51.97,51.12,49.4575,48.7875,48.145,45.4925,46.96,44.3375,43.0525,41.76,40.99,41.555,40.5325,39.545,38.745,36.7325,34.8325,35.58,34.735,34.6125,33.4325,34.2275,30.8125,30.8025,29.6875,30.865,29.1175,28.8925,27.985,27.3,26.39,25.585,25.84,24.4
107,Clements,8,59.25,58.6925,58.47,57.775,57.155,56.5225,56.06,55.2125,54.12,53.8,52.7275,52.2,50.555,49.0425,49.3675,47.72,46.7725,45.9475,45.0,43.3475,42.035,42.985,41.76,40.1275,39.145,39.08,35.435,37.225,35.2675,35.055,34.43,32.3025,31.4925,31.87,32.6525,31.5275,30.45,29.2025,28.2525,28.3225,28.005,27.0975,27.51,27.0275,26.9725,25.535,24.99,25.365,23.9775,24.7,23.805
108,Clements,9,59.75,59.235,59.27,59.025,58.61,58.255,57.7375,57.2075,56.4075,56.165,54.8275,53.625,53.2975,51.84,50.9825,50.0675,48.5975,47.265,47.155,46.51,45.5225,43.895,42.885,41.5225,41.4975,39.6375,39.1675,38.4225,36.5275,36.22,34.855,33.6325,33.4775,32.915,32.0325,30.3975,30.3125,30.15,28.4825,27.785,27.2775,26.425,25.65,24.865,24.94,24.38,24.415,23.4575,23.0,21.5675,21.39
