0.00000, 0.00000, 0.00000, 0.00001, 0.00333, 0.00148, 0.00100, 0.00300
0.00000, 0.00000, 0.00000, 0.00000, 0.00174, 0.00142, 0.00046, 0.00173
0.00001, 0.00001, 0.00001, 0.00010, 0.00871, 0.00189, 0.00269, 0.00699
0.00000, 0.00000, 0.00000, 0.00001, 0.00188, 0.00182, 0.00048, 0.00194
0.00000, 0.00000, 0.00000, 0.00000, 0.00464, 0.00303, 0.00126, 0.00461
0.00001, 0.00000, 0.00000, 0.00001, 0.00553, 0.00412, 0.00145, 0.00560
0.00000, 0.00000, 0.00000, 0.00003, 0.00181, 0.00228, 0.00045, 0.00189
0.00000, 0.00000, 0.00000, 0.00000, 0.00227, 0.00147, 0.00063, 0.00217
0.00000, 0.00000, 0.00000, 0.00001, 0.00340, 0.00237, 0.00089, 0.00348
0.00000, 0.00000, 0.00000, 0.00002, 0.00456, 0.00369, 0.00115, 0.00480
0.00000, 0.00000, 0.00000, 0.00002, 0.00488, 0.00409, 0.00123, 0.00515
0.00001, 0.00000, 0.00000, 0.00017, 0.00631, 0.00086, 0.00207, 0.00495
0.00000, 0.00000, 0.00000, 0.00001, 0.00179, 0.00175, 0.00044, 0.00189
0.00000, 0.00000, 0.00000, 0.00001, 0.00427, 0.00190, 0.00127, 0.00392
0.00002, 0.00000, 0.00001, 0.00030, 0.00734, 0.00068, 0.00247, 0.00547
0.00000, 0.00000, 0.00000, 0.00000, 0.00256, 0.00148, 0.00073, 0.00240
0.00001, 0.00000, 0.00000, 0.00008, 0.00655, 0.00139, 0.00210, 0.00505
0.00001, 0.00001, 0.00000, 0.00007, 0.00602, 0.00198, 0.00186, 0.00547
0.00000, 0.00000, 0.00000, 0.00000, 0.00401, 0.00234, 0.00112, 0.00388
0.00002, 0.00000, 0.00001, 0.00019, 0.00829, 0.00109, 0.00262, 0.00633
0.00001, 0.00000, 0.00000, 0.00007, 0.00200, 0.00066, 0.00054, 0.00173
0.00001, 0.00000, 0.00000, 0.00002, 0.00702, 0.00263, 0.00206, 0.00607
0.00000, 0.00000, 0.00000, 0.00002, 0.00243, 0.00074, 0.00078, 0.00205
0.00000, 0.00000, 0.00000, 0.00002, 0.00343, 0.00353, 0.00082, 0.00373
0.00001, 0.00000, 0.00000, 0.00011, 0.00287, 0.00080, 0.00084, 0.00245
0.00000, 0.00000, 0.00000, 0.00001, 0.00178, 0.00165, 0.00043, 0.00193
0.00001, 0.00001, 0.00001, 0.00030, 0.00821, 0.00083, 0.00278, 0.00622
0.00001, 0.00000, 0.00000, 0.00004, 0.00543, 0.00221, 0.00162, 0.00506
0.00001, 0.00000, 0.00000, 0.00002, 0.00463, 0.00181, 0.00129, 0.00411
0.00000, 0.00000, 0.00000, 0.00000, 0.00487, 0.00342, 0.00132, 0.00481
0.00002, 0.00000, 0.00001, 0.00027, 0.00692, 0.00076, 0.00225, 0.00519
0.00002, 0.00000, 0.00001, 0.00024, 0.00832, 0.00061, 0.00271, 0.00587
0.00002, 0.00000, 0.00001, 0.00028, 0.00667, 0.00044, 0.00225, 0.00476
0.00001, 0.00000, 0.00000, 0.00000, 0.00640, 0.00396, 0.00177, 0.00624
0.00000, 0.00000, 0.00000, 0.00003, 0.00372, 0.00205, 0.00103, 0.00371
