,Mesh,Test Number,0.0,0.04,0.08,0.12,0.16,0.2,0.24,0.28,0.32,0.36,0.4,0.44,0.48,0.52,0.56,0.6,0.64,0.68,0.72,0.76,0.8,0.84,0.88,0.92,0.96,1.0,1.04,1.08,1.12,1.16,1.2,1.24,1.28,1.32,1.36,1.4000000000000001,1.44,1.48,1.52,1.56,1.6,1.6400000000000001,1.68,1.72,1.76,1.8,1.84,1.8800000000000001,1.92,1.96,2.0,2.04,2.08,2.12,2.16,2.2,2.24,2.2800000000000002,2.32,2.36,2.4,2.44,2.48,2.52,2.56,2.6,2.64,2.68,2.72,2.7600000000000002,2.8000000000000003,2.84,2.88,2.92,2.96,3.0,3.04,3.08,3.12,3.16,3.2,3.24,3.2800000000000002,3.3200000000000003,3.36,3.4,3.44,3.48,3.52,3.56,3.6,3.64,3.68,3.72,3.7600000000000002,3.8000000000000003,3.84,3.88,3.92,3.96,4.0,4.04,4.08,4.12,4.16,4.2,4.24,4.28,4.32,4.36,4.4,4.44,4.48,4.5200000000000005,4.5600000000000005,4.6000000000000005,4.64,4.68,4.72,4.76,4.8,4.84,4.88,4.92,4.96,5.0
100,Clements,1,81.0,80.5775,80.0825,79.73875,79.22875,78.64875,78.22875,77.63875,77.10375,76.5875,75.595,75.02125,74.15,73.08375,72.61125,71.3975,70.59875,69.95625,69.03375,67.81625,67.30875,65.53875,64.1725,63.4175,62.87125,61.09,60.3475,59.57625,57.49,56.29875,55.20375,54.83875,52.705,51.69625,52.03375,50.60375,48.675,47.94625,47.54625,44.8575,44.5175,42.98375,42.64625,42.04125,40.57625,39.95875,37.69125,37.375,36.405,35.08625,35.81,35.355,32.84375,32.7075,31.54125,31.96,31.3325,30.255,29.825,29.35875,28.51375,27.23,26.50375,25.9175,26.65,25.55875,25.21875,24.74875,24.045,23.82625,23.93125,22.07,22.59875,21.58125,20.8375,21.2225,21.82125,20.7275,21.2375,20.405,19.62,19.09875,19.28125,18.60875,18.57125,18.6875,17.64125,18.78625,18.10375,17.51375,16.98125,17.8375,16.94375,17.1425,15.895,16.57,16.03125,16.51625,16.335,15.96625,14.9375,15.61625,15.72,15.1575,15.6675,14.53375,14.43125,14.5475,14.53625,14.435,14.47125,13.31625,14.1225,14.32375,13.59625,13.83375,13.19,13.0725,12.88375,13.28875,12.50375,12.94375,13.3,12.4625,12.9225,12.695
101,Clements,2,79.25,78.9,78.95,78.62875,78.175,77.70875,76.96625,76.33125,75.61375,74.8975,73.9625,72.95125,72.45,70.885,69.84375,69.0675,67.3925,65.5625,65.57875,64.8775,63.44125,62.15,60.72125,59.78875,58.64625,57.58,56.21375,54.3975,54.4825,53.40375,51.5675,50.74875,48.2425,48.18625,47.75125,45.935,45.5025,44.08625,42.61125,42.32125,40.4425,39.97125,38.6825,38.16625,36.5075,36.5475,36.1325,36.3975,34.3975,33.2875,33.07125,32.81375,31.37875,31.65625,29.19625,28.22125,28.235,27.6625,27.30125,27.96375,26.74125,25.75875,25.8575,24.7875,24.70875,24.81375,23.6525,23.3025,22.76625,21.855,21.11875,21.0225,20.2525,20.3775,19.505,20.04375,18.68,18.9025,19.775,18.22375,18.46625,19.09625,17.905,17.89875,16.08125,16.81375,17.875,16.63875,15.7075,15.87375,16.33375,16.1025,14.97125,14.59625,14.9175,15.04375,14.17875,14.6675,14.42625,14.45,14.4025,14.43875,14.60875,14.0125,14.4625,13.2275,13.61875,13.03875,13.49125,13.23875,12.54875,12.59875,13.26,12.8075,13.21,12.5775,12.41625,12.33375,11.66,12.095,12.41375,11.97125,11.6975,12.295,12.6,11.8225
102,Clements,3,78.875,78.5675,78.39875,78.26625,78.0775,77.75125,77.28875,76.6925,75.96625,75.22125,74.30375,73.74125,72.69875,71.79625,70.8675,69.98,69.04,67.0925,66.69,64.695,63.93625,62.235,62.54125,60.15,58.51625,56.91875,54.74375,54.03625,52.36875,51.79875,49.13875,48.45375,46.9875,45.78,44.27625,43.56875,42.55875,39.725,39.39,39.21,37.93625,36.235,35.6625,33.54,32.3975,31.28625,29.2975,29.03125,29.41875,28.56625,26.19375,26.315,24.88,25.6775,23.57875,24.375,22.065,21.335,21.10875,22.68375,20.46875,20.965,19.36125,19.49875,18.385,17.48375,16.80375,16.6675,17.8025,16.2625,16.39875,15.39125,14.8875,14.67875,14.67125,14.40125,14.63625,14.2425,13.46625,13.21625,12.96375,11.7875,12.72125,12.68125,12.8575,12.2175,12.275,12.04375,12.33,11.275,11.5975,11.36375,11.17125,11.0925,11.1475,11.1875,10.76375,11.235,10.6775,10.6625,9.9,10.6225,9.89875,10.15125,10.0225,10.04125,9.73875,9.88375,9.91125,9.32125,10.09625,9.66625,9.975,9.8525,9.37125,9.4325,9.94,9.855,9.32375,8.99,9.5875,9.35,8.5125,9.11,9.39375,9.23
103,Clements,4,80.125,79.83875,79.7625,79.29,78.8,78.19625,77.39125,76.255,74.81625,74.12875,73.13125,71.11875,69.29,67.395,65.83125,64.8325,62.73375,60.80875,59.20625,56.715,56.30375,53.59125,51.4275,49.77875,47.98375,46.75875,44.21,43.015,42.40125,39.785,38.5125,36.0475,36.285,34.63875,33.99375,32.54875,31.6325,30.17,30.9675,29.35375,28.94875,27.89125,27.0775,26.62,25.08375,25.19,24.77125,23.85875,23.57625,22.1425,22.4375,22.4075,20.99875,20.72125,20.3275,20.66375,18.55,18.935,19.5925,18.67625,17.87875,18.18,17.46,17.27125,17.54625,16.9725,16.56875,16.955,16.24875,16.105,15.635,15.86,15.33125,15.45,15.1,14.8825,14.64875,14.77375,14.55625,14.08,14.265,13.655,13.62375,13.63,13.5325,13.69125,12.8875,13.5625,13.1,13.25375,12.975,13.13125,13.38625,12.4875,12.65375,11.97875,12.64625,11.995,12.305,12.085,12.1475,12.66125,11.48125,11.9975,11.27,11.7975,12.09875,11.8125,11.49625,11.73125,11.0625,11.65,11.63125,10.6175,11.36,10.68,11.1,10.69625,11.2825,11.08375,11.4075,12.05625,11.85375,10.9525,10.83125,11.39375
104,Clements,5,79.375,78.42125,77.70125,76.81875,75.955,74.1575,73.15,72.30125,70.76125,69.2625,67.45375,66.58625,65.0875,63.41875,62.78875,60.1825,58.00625,56.61,56.185,54.25375,52.7325,50.75125,49.97875,47.85625,46.36375,45.3125,43.73625,42.03625,41.30875,39.63625,40.10625,37.945,37.63,35.8775,35.28375,33.96625,33.79,32.80125,30.8075,30.92,29.2625,29.09875,28.3925,28.36875,27.85125,26.8975,27.1875,25.4425,25.4125,24.13,23.50375,23.67125,24.08,23.0875,22.2425,21.71875,20.98,20.2275,20.42375,19.33,20.105,20.2,19.405,19.4725,19.0,18.73375,18.55,16.975,16.5225,17.10625,16.96625,17.36875,16.11375,16.355,16.00125,16.17625,16.565,15.59125,15.3875,14.78625,14.48375,14.7275,14.77875,14.485,14.885,13.835,14.0375,13.50375,13.99125,13.43375,13.79375,13.92875,13.25375,13.3225,13.48875,13.125,13.05125,12.71125,13.1075,12.15875,11.9025,12.7975,12.185,12.3775,12.79,11.98375,11.9075,12.0525,12.42,12.4325,12.75625,10.5975,12.05,11.245,11.8625,12.135,11.71375,12.315,10.695,11.70875,12.15,11.59375,12.055,11.2925,11.4375,11.065
105,Clements,6,81.5,81.39875,81.37875,81.305,80.66625,80.4175,79.7225,79.1575,78.29375,77.79625,76.90625,75.3925,74.8975,73.6,73.1225,70.765,70.3575,69.11,67.46,66.1775,64.845,62.69,61.69625,61.065,59.1325,58.08875,56.35875,54.92,53.12125,51.95375,51.22375,49.365,47.12,46.88375,46.11125,45.82,43.5575,43.2575,41.53,40.85,40.7825,38.89,37.30875,36.41625,36.16875,36.2,34.15875,34.00375,32.375,30.66125,31.03875,30.895,29.72,29.08125,29.28125,28.7275,27.05,27.745,26.40625,25.62875,24.89375,24.01375,24.40125,23.3975,23.59625,23.37,22.4775,22.74125,21.27375,21.87125,21.1875,20.96125,20.725,19.055,20.9275,18.73375,19.6425,20.1075,18.48625,18.29125,18.705,18.41875,17.29625,16.99875,16.51125,17.15125,16.83125,15.8475,16.87375,17.1525,15.54,16.8425,15.325,15.6525,15.64875,15.1375,14.78,15.59875,14.99875,15.63875,13.87375,15.00875,13.8775,14.51125,13.78125,13.86625,13.72375,13.315,13.8025,13.49,12.565,13.72375,13.53125,13.08375,13.05625,12.7975,12.40375,13.34875,12.28875,13.08375,12.76625,12.39875,12.9825,12.79875,12.5275,12.66
106,Clements,7,79.375,79.175,78.90625,78.36375,78.015,77.51125,76.7,76.1675,75.4575,74.53,73.8475,72.3475,71.19125,69.78375,69.05375,67.4325,66.00125,63.88,62.6375,61.1275,59.29,57.09625,56.22875,54.60375,52.2975,52.155,50.52875,48.4825,46.9225,45.8675,43.82625,42.23,41.78375,40.595,39.51,38.75625,37.775,35.90125,35.3825,34.525,33.68875,32.7025,31.21625,31.21125,31.175,29.97,28.63375,29.28625,26.81375,28.075,26.97625,26.6825,26.88375,25.63625,24.35,24.22,23.94375,23.53125,21.56375,22.90875,21.42625,21.18625,20.73125,20.14125,19.58875,19.64625,20.045,18.9625,19.395,19.31,18.91125,17.61625,17.60125,17.80125,17.86,16.7325,17.42625,17.46375,16.61625,16.37,16.13375,16.445,16.4275,15.7525,15.71625,15.33,15.0225,14.95,14.76875,14.34625,14.85375,14.37875,14.805,14.17125,13.7275,14.30375,14.04,14.16,14.03875,13.91625,13.46,13.29375,13.66125,13.315,12.685,13.21375,13.2575,12.67375,12.77125,13.13125,12.64125,12.71875,12.30125,12.38875,12.51625,12.2475,12.2325,12.56,12.02125,12.79625,12.13625,12.625,11.83625,12.15875,11.83375,11.44875
107,Clements,8,81.0,80.3575,80.145,79.69875,79.285,78.86375,78.10375,77.43875,76.8275,75.57125,75.28,74.0675,73.20875,72.205,70.68375,69.26625,68.5275,66.565,65.46875,64.36375,63.30625,61.93,59.02875,59.06625,56.745,54.30625,53.9175,53.36875,50.38125,50.84125,48.97625,45.76,45.10625,44.18375,43.74625,41.93875,40.6175,40.09125,38.62,36.07625,35.165,34.5525,34.29125,33.1675,31.7925,31.0475,29.85625,28.7325,27.045,27.05125,25.7375,26.1925,25.3675,23.325,25.16125,22.58375,23.6225,21.06,20.4125,21.76625,20.42125,20.21375,19.15125,18.95375,19.07375,18.39,18.1575,16.89875,16.72875,17.75625,15.8825,16.85375,15.77125,15.5575,15.41125,15.06125,16.0775,14.49,14.32,14.425,13.65875,14.71375,14.14375,13.77375,13.57625,12.99,13.3325,12.57625,13.0025,12.995,12.725,12.19375,12.66,12.67125,12.09,12.525,12.255,11.72125,11.3875,11.80625,11.6125,11.89625,11.935,11.67375,11.70625,11.62375,11.58375,11.47625,11.6,11.39125,11.95625,11.6825,11.545,10.90375,11.34375,10.975,11.52125,11.23125,10.82625,11.05375,11.1675,11.32875,11.13625,11.2775,11.24125,10.79375
108,Clements,9,80.5,80.1575,79.8875,79.43,78.8175,78.18375,77.49875,77.01125,76.025,74.78,74.2925,73.5525,72.63625,71.03375,69.7025,68.60375,67.065,65.9775,64.76,62.84375,60.9775,60.36125,57.40125,57.27875,55.07,52.745,52.12375,51.6075,49.42625,47.4975,47.04125,45.84875,43.6675,43.0,42.435,40.98875,40.54875,38.51125,38.7625,38.03875,36.7375,35.78625,34.17,34.24625,32.46875,31.76125,32.23375,30.48125,29.9225,29.7275,28.895,28.59125,27.6,27.245,26.2575,26.2175,25.32875,25.20125,25.24125,23.90625,23.6425,23.46875,22.09,22.485,21.505,22.0775,21.2,20.75375,20.57,20.7175,19.7825,20.00625,19.24875,19.25625,18.60375,18.09125,18.12125,18.365,17.52875,17.26375,17.81375,16.51,16.67,15.38,16.12375,15.71875,15.875,15.78125,14.96375,14.7675,14.44125,14.9,14.38625,14.01625,13.81625,14.53375,13.665,13.6875,13.44125,12.9975,13.10875,12.95,12.69375,12.81625,12.47125,12.37625,12.34875,11.9225,12.12125,12.5225,11.70875,12.13875,10.865,11.96875,11.98625,11.18,11.2975,11.22125,11.56125,11.76125,11.27,10.8375,10.88,10.7225,10.4925,11.09125
